@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M6'

@attribute -0.512density+0.437alcohol-0.427residualsugar-0.407totalsulfur-0.3freesulfur... numeric
@attribute 0.588fixedacid-0.581pH+0.345citricacid-0.29freesulfur-0.244totalsulfur... numeric
@attribute -0.591volacid+0.504citricacid+0.433sulphates+0.279freesulfur-0.214residualsugar... numeric
@attribute -0.711chlorides-0.442sulphates+0.306freesulfur-0.274volacid+0.274residualsugar... numeric
@attribute 0.643volacid+0.401sulphates+0.337alcohol-0.329chlorides+0.293totalsulfur... numeric
@attribute 0.494freesulfur-0.481sulphates+0.396chlorides-0.328density-0.289residualsugar... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
-1.033445,0.236567,-0.993665,0.092914,-0.697736,0.243114,5
-4.456274,1.58772,0.583896,-0.708753,1.825153,-0.627314,5
-4.456274,1.58772,0.583896,-0.708753,1.825153,-0.627314,5
-2.03293,-0.684883,0.603811,0.496904,0.063931,-0.032173,5
-1.077125,-0.421478,-0.556345,-0.186945,0.88638,2.44536,5
-1.156998,1.205973,0.241829,-0.148764,0.619927,-0.372821,6
-2.18397,-2.334921,0.063446,0.078068,-1.54182,-0.238556,6
-1.021233,-0.630359,-0.599492,-0.180338,0.797131,2.482165,5
-0.933158,0.803232,-0.302307,-0.353458,-0.177078,0.429774,5
0.881576,2.054635,-0.424181,1.391647,1.155529,0.637524,7
-3.224053,0.411671,-1.086337,1.775324,0.63488,-0.553665,5
-0.260028,0.435272,-0.120925,0.009036,-2.532263,-0.855701,6
-4.771757,0.72055,0.499197,-0.065296,1.047799,-0.149262,6
0.974747,3.542729,-0.185183,0.903843,-0.643784,-0.32221,5
-0.740272,3.386379,1.473443,-0.870235,0.672788,-1.190891,5
0.284622,1.927813,1.079533,-0.985893,-0.356313,-1.431191,5
-1.557862,-0.256068,0.165008,0.096808,0.042311,0.52444,5
-2.731318,0.179591,-1.187289,0.115803,-1.103791,0.703078,6
-2.196759,0.491934,0.801334,0.379013,0.547686,-0.160352,7
0.318359,-0.638636,1.121079,-0.339982,-0.38001,-0.173472,6
0.898046,-2.797568,1.099412,-0.938552,2.354047,-0.771234,7
0.346557,1.241234,-0.584411,-0.634785,1.709971,-0.001836,6
0.898046,-2.797568,1.099412,-0.938552,2.354047,-0.771234,7
-1.117878,0.609547,-0.348289,-0.939085,-1.578298,0.529395,5
-3.171324,0.478142,-1.67736,-0.257971,-1.531168,-0.759681,5
-3.171324,0.478142,-1.67736,-0.257971,-1.531168,-0.759681,5
-1.222197,-1.931035,0.631641,-0.778388,0.049779,-0.475941,5
-1.065757,0.694146,0.190719,-0.131097,-0.598547,-0.99694,6
1.02019,0.807712,-0.314034,-0.769865,0.44521,-0.594614,6
-3.004255,0.608712,-0.090875,0.466762,0.960375,0.319944,6
-3.327123,-0.088715,0.045652,0.748925,-0.383166,-0.027424,8
-3.327123,-0.088715,0.045652,0.748925,-0.383166,-0.027424,8
-3.327123,-0.088715,0.045652,0.748925,-0.383166,-0.027424,8
-3.327123,-0.088715,0.045652,0.748925,-0.383166,-0.027424,8
-3.327123,-0.088715,0.045652,0.748925,-0.383166,-0.027424,8
-3.714079,0.78185,1.703961,0.022931,0.191725,-1.315963,6
0.072786,0.738543,1.341697,-0.414574,-0.498913,-0.228316,6
-1.489721,0.28012,0.786464,0.563955,0.590273,0.093209,5
1.902817,1.171943,-0.916285,0.915369,0.276164,0.97633,7
0.878097,-0.183576,-1.576967,-1.775455,-0.162185,-0.784126,4
-3.327123,-0.088715,0.045652,0.748925,-0.383166,-0.027424,8
0.29693,0.184282,-0.47184,0.095998,0.646296,0.756397,6
-2.644003,-1.293397,0.369637,-0.170284,0.328619,-1.742471,6
-2.644003,-1.293397,0.369637,-0.170284,0.328619,-1.742471,6
-3.123094,-0.496929,1.916929,-1.073859,0.651597,-2.180735,6
-3.192722,0.221841,-0.406852,0.624914,-0.897366,-1.017707,6
0.484972,-1.201649,-0.703822,0.675551,0.256766,0.924144,5
0.29693,0.184282,-0.47184,0.095998,0.646296,0.756397,6
-0.345159,-1.55019,1.675494,-0.470046,1.082216,-0.116827,6
-2.644003,-1.293397,0.369637,-0.170284,0.328619,-1.742471,6
-3.123094,-0.496929,1.916929,-1.073859,0.651597,-2.180735,6
1.842595,-1.013809,0.565679,-0.617875,-1.351659,-1.211103,6
0.320436,-0.656948,1.191793,-0.303834,-1.160955,-0.69106,5
1.034793,1.326994,-0.963597,0.399681,1.133839,-0.193529,7
1.439279,1.053154,1.310706,-0.570141,-0.038299,-0.400893,6
0.320436,-0.656948,1.191793,-0.303834,-1.160955,-0.69106,5
0.528845,-0.367517,1.431003,-0.595345,-0.782638,1.009608,5
-1.430167,-1.042673,-0.632147,-0.080964,0.616648,-1.820591,6
1.166106,3.244799,-2.500257,0.315875,2.093561,-0.360652,5
0.696439,0.743034,1.000095,-0.056858,-0.028099,-1.787545,6
1.496785,0.433818,0.391063,-0.369695,-0.574336,-0.126279,7
-1.430167,-1.042673,-0.632147,-0.080964,0.616648,-1.820591,6
-0.125377,0.075251,1.214235,-0.77026,1.267047,-0.603653,6
0.434013,-0.732539,0.250179,0.214512,-0.93472,0.96301,6
0.434013,-0.732539,0.250179,0.214512,-0.93472,0.96301,6
0.405982,1.181327,-0.699147,-5.453697,-2.908689,1.431044,5
-1.524298,-0.773657,-1.115262,0.55756,0.062005,0.34336,5
-2.130588,0.216231,0.204039,0.046028,1.131824,0.162346,6
-0.091485,2.623479,-0.10358,-0.574525,2.110193,-0.418684,6
-0.203682,0.460797,-0.364864,0.274739,0.444417,-0.062509,5
1.869775,-0.577008,0.018447,0.308739,-0.070318,-0.652536,6
-2.135997,-0.972404,-0.01304,0.848789,-0.59982,-0.187524,5
1.255692,1.065322,-0.256118,-0.668015,0.618563,-0.528596,5
1.432531,3.027316,-0.274369,1.108238,-0.484615,-0.516315,5
-0.203682,0.460797,-0.364864,0.274739,0.444417,-0.062509,5
0.674454,-1.16716,-0.046736,0.573166,-2.175317,-1.134788,5
1.461752,2.796412,-0.217403,-0.183635,-0.597148,-0.370436,5
-2.280905,-0.930613,0.96612,0.451008,1.048019,-0.140669,6
0.674454,-1.16716,-0.046736,0.573166,-2.175317,-1.134788,5
0.73354,-1.106671,0.082006,0.62494,-2.101066,-1.197283,6
1.072238,1.497592,0.828228,0.448376,0.000625,-0.225824,6
0.010496,-2.001728,-2.058729,-0.113344,0.281199,-2.193923,6
1.461752,2.796412,-0.217403,-0.183635,-0.597148,-0.370436,5
-1.245428,0.803164,-0.270099,-0.558351,-0.090918,-1.389751,5
-0.82412,0.569784,-0.521315,-0.347563,-0.157325,0.333851,5
-0.885336,0.539687,-0.427356,-0.267371,-0.178909,0.231759,5
-0.529023,-1.762453,-0.129494,0.181757,0.076416,-1.17768,7
-2.253039,4.862159,0.359185,0.099114,1.086915,-2.42404,3
-2.576311,-0.591141,-1.056282,1.403518,-1.498557,-1.136729,5
-2.576311,-0.591141,-1.056282,1.403518,-1.498557,-1.136729,5
1.688056,2.431735,-1.641281,0.367491,2.01867,0.192759,5
1.688056,2.431735,-1.641281,0.367491,2.01867,0.192759,5
0.445802,1.128747,-1.046927,1.305598,-0.198891,0.807932,6
-2.576311,-0.591141,-1.056282,1.403518,-1.498557,-1.136729,5
1.267472,-1.267153,1.195341,-1.140513,1.762717,-1.801255,7
-0.193999,-0.41922,-0.68656,-0.826753,0.643292,0.808703,5
1.649975,0.042009,0.01673,0.212632,-0.937252,-0.182763,6
-0.962818,-1.777672,1.482709,-0.573741,0.545678,-0.837689,6
0.471428,1.055023,-0.382805,-0.447693,-0.391826,-0.078086,5
0.091724,0.917147,-0.592051,-0.064061,-0.333086,0.223642,5
-0.455784,-0.186877,-0.364421,-1.192719,0.066437,-0.019013,6
-0.772236,-1.48791,1.178353,-0.768493,0.454055,-1.209626,5
-1.149324,-2.036488,1.50692,-0.80366,1.16104,-0.659995,5
0.189003,-0.843904,1.071989,-0.235775,-1.074591,-0.559576,5
0.646662,-0.410279,-0.10444,-1.586462,0.498614,-1.678545,5
-0.485468,-1.490504,1.363553,-0.731059,-0.205807,0.090383,6
0.122402,0.325025,-1.669007,-0.498216,0.463882,-0.700721,4
0.646662,-0.410279,-0.10444,-1.586462,0.498614,-1.678545,5
0.292609,0.550724,-2.787203,0.324776,-0.051796,-0.696992,5
-0.392924,1.092022,-1.345038,0.841314,-0.128487,-0.462198,6
-0.629459,-0.459337,2.119398,-1.189723,0.291914,-0.912167,6
-0.629459,-0.459337,2.119398,-1.189723,0.291914,-0.912167,6
-0.73627,0.75611,1.366207,-0.259384,-0.037284,0.029122,6
-0.629459,-0.459337,2.119398,-1.189723,0.291914,-0.912167,6
-1.303482,-0.420546,-0.574154,1.074645,-0.446533,0.601712,5
-2.055941,1.826282,-0.534343,0.557087,-1.317418,-0.331844,5
-2.055941,1.826282,-0.534343,0.557087,-1.317418,-0.331844,5
-1.687331,0.452787,0.107856,-0.212701,-0.239686,-1.041415,5
-0.066576,0.65565,-1.273409,-0.641883,-0.932264,-0.702414,5
0.166147,-2.491256,0.815282,0.495605,-1.262161,-0.372563,5
-1.36223,-0.598938,-0.586468,0.50818,-1.131493,-0.871194,5
2.455225,0.565794,0.342982,-0.62589,0.339597,-0.426108,6
-2.412161,-1.06391,-0.973294,-0.061548,0.17436,-0.341187,5
0.217346,-0.747229,-1.056523,-0.350857,-1.171978,0.390085,5
0.166147,-2.491256,0.815282,0.495605,-1.262161,-0.372563,5
-0.066576,0.65565,-1.273409,-0.641883,-0.932264,-0.702414,5
-4.16871,1.171069,1.053895,-0.444329,0.997762,-1.023228,5
-1.420799,0.786468,0.181261,0.46597,0.068629,-0.346823,6
-2.948714,-0.94442,0.389305,1.220812,-1.271304,0.34992,6
-2.430968,-0.879086,-1.162092,1.105813,-1.617082,-0.90038,5
-2.220889,-0.034289,0.646299,0.837233,0.540573,-0.172364,6
-2.430968,-0.879086,-1.162092,1.105813,-1.617082,-0.90038,5
0.9917,0.635423,0.553853,-0.502284,0.296291,-0.537804,5
2.063189,-0.69266,0.354079,0.154226,-0.796636,-0.096028,6
0.790268,1.53603,0.443346,0.365126,-0.975556,-0.560404,4
-1.995799,0.205795,-0.97443,-0.00052,-1.207112,0.821641,5
1.347419,0.402357,-0.135645,-0.188955,1.743543,-0.25545,7
-1.995799,0.205795,-0.97443,-0.00052,-1.207112,0.821641,5
1.347419,0.402357,-0.135645,-0.188955,1.743543,-0.25545,7
-0.977628,-1.189071,-0.892271,0.620683,-0.349995,-0.07047,5
-1.705067,-1.110371,-1.521046,-0.956114,0.466581,-1.140111,5
-3.292282,0.138549,1.743865,-1.322098,2.819012,1.096096,5
0.262582,-2.625363,-2.371768,-1.023074,0.392396,-0.074395,6
1.362391,-0.377796,-0.959063,-0.022749,0.093654,0.23898,5
-2.555645,-0.724301,-0.484542,0.924463,-1.100813,-0.510419,6
-2.555645,-0.724301,-0.484542,0.924463,-1.100813,-0.510419,6
1.032841,1.37309,1.058592,-0.241816,1.688735,-0.670846,6
0.33485,-0.289273,0.21755,0.150783,-0.039347,-0.366059,6
-0.148879,0.680242,0.865407,-0.403629,-0.442484,-0.405376,6
-1.444042,2.281059,-0.554988,-0.60392,-0.762689,-0.629739,5
-1.992086,0.444596,-0.601448,-0.156925,-0.499378,-1.554853,5
-3.137263,0.599809,0.773128,0.738218,0.165976,0.44401,5
1.97825,-0.90618,1.750998,-0.898932,-0.36361,-1.947859,7
-1.70134,0.66033,0.413909,0.532794,-0.106498,-0.136098,6
0.023874,-0.242684,0.280629,0.043307,-2.23766,-0.80084,6
-0.676083,-0.243463,-1.266687,0.446375,0.061403,-1.454603,5
-1.444042,2.281059,-0.554988,-0.60392,-0.762689,-0.629739,5
1.911896,0.540549,0.431359,0.626151,0.071362,0.564241,6
-1.992086,0.444596,-0.601448,-0.156925,-0.499378,-1.554853,5
1.483938,0.949021,-0.260614,-0.423551,-1.311514,-0.28751,6
0.783827,0.908777,0.607541,-0.536716,-1.263467,-0.366815,6
-2.535161,1.83533,-2.852925,-2.357296,5.4837,-0.137726,4
-0.994183,0.786638,-0.169621,0.652858,0.738429,-0.216869,5
1.124305,-0.999607,1.273796,-1.092247,-0.506229,-1.542076,6
3.342048,0.602132,-0.294127,0.337758,-1.049303,-0.14663,4
0.310072,-1.363193,-0.31244,-0.024005,-0.138047,-0.767099,6
2.509789,0.167022,-0.616188,0.279444,0.794616,0.067288,7
-0.87217,3.824121,-2.26803,-2.056101,1.079385,0.653229,6
1.325961,2.358598,-0.480669,1.256645,0.174192,0.36636,6
-0.167082,0.261065,-0.874218,-1.54611,-0.297191,0.216245,5
-3.092621,-0.291467,0.271467,0.64894,-0.226037,-0.073033,7
-3.092621,-0.291467,0.271467,0.64894,-0.226037,-0.073033,7
0.060917,-0.007794,-2.211367,0.168693,-1.021421,-1.085263,5
-3.24209,0.908919,0.419313,-0.113632,0.486952,-0.857615,5
-3.092621,-0.291467,0.271467,0.64894,-0.226037,-0.073033,7
0.060917,-0.007794,-2.211367,0.168693,-1.021421,-1.085263,5
-3.24209,0.908919,0.419313,-0.113632,0.486952,-0.857615,5
-1.557884,0.294098,-0.390406,-0.60952,0.122403,-0.868327,6
1.04714,0.862575,-0.659479,0.2865,-0.065407,0.414521,6
-0.83454,-0.644526,-0.841396,0.411877,-0.001971,-0.522766,5
0.023845,-0.711702,-1.166276,0.144083,-0.344331,-0.905258,6
-0.808691,0.926388,-0.399917,0.230444,-1.473864,-1.282819,7
-1.132786,2.174532,0.148273,-7.409546,-2.472844,2.96032,5
0.613097,0.347216,-1.087753,-0.536605,-1.117757,-0.045596,5
-0.208431,-0.498954,-0.098437,-0.22305,-1.80308,-1.375247,6
-1.520228,1.13356,0.02251,0.385044,-0.657273,-0.809491,6
-1.776801,2.353637,-0.430198,1.222207,-0.285661,-0.425282,5
-1.009255,0.557183,0.397632,-0.861025,-0.065365,-0.330373,6
-1.520228,1.13356,0.02251,0.385044,-0.657273,-0.809491,6
-0.208431,-0.498954,-0.098437,-0.22305,-1.80308,-1.375247,6
2.552418,1.16955,-0.354473,0.465445,-0.74693,0.21999,6
2.117424,1.268057,0.205808,0.752154,-0.636777,0.601346,6
-1.516366,-0.791371,-0.191196,0.358508,0.186463,0.213378,5
-2.888565,-1.461726,1.179564,0.770378,0.531182,1.093597,6
-1.030215,-0.981473,-0.450252,-0.85717,-1.046424,-0.385816,5
0.559983,-1.127872,0.272319,-1.256531,0.113288,-0.770592,6
-0.23591,0.31447,0.324891,-1.257029,0.083534,-0.298366,5
-1.61635,-0.184047,-0.293339,-0.901012,1.239081,-0.694749,5
-0.545409,2.777716,-0.741555,1.346117,0.40885,-0.924302,6
0.87267,-0.54626,0.657293,-0.325273,0.409945,-0.278928,7
1.664683,0.23101,0.651447,-0.795025,1.264347,-0.383796,6
-0.306101,-0.172976,0.460507,-0.246444,-0.159193,0.83584,7
0.578758,-2.186457,2.003583,-1.857374,0.007574,-1.435046,6
1.085966,-0.884309,1.321958,-1.087658,-0.650336,-1.599962,6
-1.980054,1.446269,-0.647012,0.825104,0.160616,-0.713969,6
0.772578,0.55674,0.464275,-1.623828,0.062141,-1.285456,5
0.898208,1.529764,0.047935,-0.125704,-0.216059,0.222643,6
0.782403,1.027988,0.280972,0.304189,-0.350666,0.935464,6
-2.575921,0.881863,-1.001178,0.154614,-0.801096,-0.508169,4
-3.124475,1.055159,0.884597,0.506453,0.322508,0.427924,5
-3.232457,1.104995,1.13999,0.571888,0.338052,0.607305,5
-1.644214,0.992824,0.455818,0.424654,-0.141883,-0.793134,7
-0.074705,0.097182,-0.100461,1.334604,-0.048078,0.431481,6
0.218288,2.596572,-0.204087,-0.48338,-0.963475,-0.508368,6
-0.143245,0.403051,1.056997,-2.220007,-0.178674,-1.845303,5
-0.767211,0.087677,-1.310082,-1.00838,0.267718,-1.002331,6
-1.322995,-0.671989,-0.423611,0.587776,0.25932,-0.030342,5
0.311428,-2.207838,0.697875,0.427589,-1.437631,-0.28887,6
-0.767211,0.087677,-1.310082,-1.00838,0.267718,-1.002331,6
-1.322995,-0.671989,-0.423611,0.587776,0.25932,-0.030342,5
-1.538247,-2.171447,1.860428,-0.588289,0.54274,-1.407394,5
-2.323375,-0.88388,-1.487612,0.307752,0.716681,-0.499519,5
1.44349,0.582606,0.118041,-0.346644,-0.99462,-0.495745,6
1.079001,-1.021217,1.288078,-0.571345,-0.600574,-1.194556,7
0.410626,-0.661055,0.103119,-0.013799,-0.828099,-0.286464,6
-1.588877,1.060719,-0.16169,-4.759338,-1.06005,2.247413,6
-2.436985,-0.661685,-1.296238,0.104446,1.517932,0.574064,5
-1.588877,1.060719,-0.16169,-4.759338,-1.06005,2.247413,6
-2.436985,-0.661685,-1.296238,0.104446,1.517932,0.574064,5
-0.205366,0.002756,-1.18973,-1.093709,-0.5875,-0.022457,6
-2.511286,-0.430402,-1.211222,0.48385,-0.258985,-0.422763,5
-1.358008,-2.093171,2.210674,-0.550623,0.307895,-1.6276,6
-0.464744,2.282527,-0.952128,0.275408,1.853276,-0.443834,5
-1.358008,-2.093171,2.210674,-0.550623,0.307895,-1.6276,6
-3.781935,1.499549,1.674589,-0.244012,0.457064,-1.429778,6
0.848458,-1.438977,1.35899,-0.931788,-0.386473,-1.046121,7
-1.733592,-1.407816,-0.401578,0.323917,-0.723841,-0.321993,6
0.558537,-0.98883,-0.535335,0.573979,-0.985628,-0.819326,6
0.848458,-1.438977,1.35899,-0.931788,-0.386473,-1.046121,7
-1.517231,-1.159719,-0.727625,0.833731,0.270857,0.724336,6
-1.984188,0.687916,0.013499,-4.380356,-0.626692,2.3802,5
1.81901,-1.602285,0.603816,-0.75087,-1.763067,-1.418147,6
2.094693,-1.676741,0.460535,-0.759873,-1.81876,-1.592049,6
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,5
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,5
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,5
-1.650507,-0.671231,-1.704405,-3.83078,-0.922672,2.447098,5
-3.472839,-0.742807,0.100958,0.269081,1.603386,-0.469295,5
1.241166,-0.969664,0.992815,-1.041171,-0.642254,-1.645917,7
1.333385,-0.768955,0.440539,0.116623,1.061752,-0.586219,7
-0.8166,-0.504145,-1.375553,0.842088,0.83778,0.949988,6
-0.493063,-0.958772,0.539332,0.145296,0.636428,-0.169007,7
-2.301038,-1.218979,0.759357,0.577121,0.576942,0.501667,6
2.784869,-1.125554,-0.892386,-0.02404,1.34287,-0.389675,8
1.333385,-0.768955,0.440539,0.116623,1.061752,-0.586219,7
-1.103339,-1.025916,-0.649278,-0.175461,-1.623081,-1.376385,5
-1.11395,-0.458454,-2.300785,-0.440034,0.173868,-1.09489,5
-0.144983,0.820619,-1.960962,-0.983959,0.274213,0.467277,6
1.194857,-0.500889,-0.326426,0.375092,0.883261,0.740907,7
0.867765,-1.405146,-0.266633,-1.313085,-0.078104,-1.066545,5
-2.535802,1.550314,0.25713,0.375032,-0.76097,-0.130514,5
0.835308,1.522055,0.033409,-0.520632,0.12315,-0.710844,6
-2.535802,1.550314,0.25713,0.375032,-0.76097,-0.130514,5
1.612108,-0.568878,0.467177,0.87484,-0.077139,0.735963,7
-0.763418,1.929325,0.206287,-0.318474,0.458226,-0.245397,5
2.782296,-0.228397,0.287613,-0.5603,0.914418,-1.239073,7
1.236345,-0.120921,0.591413,1.31273,-0.280546,0.486662,6
-0.927674,-0.598964,0.029764,-1.021054,1.340578,-0.146441,6
-2.480568,1.073426,1.111653,0.336718,-0.368294,0.123749,5
-2.808964,0.717854,1.038957,0.422911,-0.038051,0.215837,4
2.660732,-1.485312,-0.039181,-0.215874,0.841951,0.100547,7
0.087895,0.6932,1.266071,0.220427,1.036026,-0.863809,6
1.548977,-4.853722,-2.105152,-1.5355,-0.21507,-1.004056,5
0.478277,-0.524339,1.805927,-0.471011,0.571659,-0.531025,6
1.155664,0.657086,-1.963646,-0.484111,-0.663707,-0.052874,6
-0.931375,1.64376,-1.029122,0.566214,-0.573624,-0.166753,5
-0.931375,1.64376,-1.029122,0.566214,-0.573624,-0.166753,5
-0.523947,0.496756,0.470197,-0.946864,0.375331,0.151277,5
0.552893,1.402627,-0.181812,0.482243,0.641922,0.859386,5
-1.920977,-2.270561,-0.458712,-0.709961,0.760702,-0.810237,6
2.086061,-1.698595,0.89095,0.366276,1.804025,0.430144,8
-1.309533,0.867184,0.206607,0.277415,0.29744,-0.50495,5
-1.572031,-2.712864,1.876208,0.93589,1.638337,1.506348,5
-1.297668,-1.542905,0.112715,-0.830485,0.555527,-1.103282,5
0.219392,0.161733,-0.272114,-0.269934,-0.828268,-1.545792,6
-0.277737,-0.861445,0.325906,-1.264618,0.12983,-0.934113,6
1.752468,0.509507,-0.337696,-0.415153,1.674904,-0.653188,8
0.916466,-1.227718,1.067171,0.37015,-0.481054,-0.207475,5
0.219392,0.161733,-0.272114,-0.269934,-0.828268,-1.545792,6
-2.015685,0.431998,-0.008941,0.723437,0.550034,-0.213594,6
-2.975132,1.256363,1.073789,0.64879,0.354502,0.484402,4
1.297921,1.415813,0.272801,0.142955,0.17272,-0.526437,6
-2.431797,0.19244,0.660506,0.571094,0.8608,-0.293912,6
1.280345,-0.700353,0.7493,0.183171,-0.932062,-0.010391,7
2.175768,-0.673729,0.27219,-0.353331,-1.183288,-0.529129,6
1.626528,0.707504,-1.223845,0.111979,1.974313,-0.39654,7
0.613036,-0.188324,-0.209525,-0.816615,0.178042,-0.008473,6
-3.057501,-0.575532,0.214628,0.387785,1.608232,-0.442455,5
-0.830082,0.351701,-3.179178,-4.061779,-1.493296,2.419129,5
-1.043435,1.134973,-0.134821,-0.027736,-0.226603,-0.959051,6
-1.793194,-1.494418,-0.44627,0.573338,-0.791614,-0.327161,5
-2.049032,-0.549394,-0.625556,1.70648,0.679405,0.623885,6
0.817665,-2.352344,0.68823,0.602865,-1.252657,-1.070162,6
-2.490137,0.031621,0.243739,-2.245355,0.199773,2.27205,5
1.747124,1.940573,-1.260077,-1.295297,1.109083,-1.021251,3
0.959502,-0.45381,0.89975,0.824919,0.224136,1.182011,6
0.959502,-0.45381,0.89975,0.824919,0.224136,1.182011,6
0.02076,0.11574,-0.430584,-0.085509,-1.281498,-1.099729,6
-5.136839,1.563221,1.384748,0.184931,1.094064,0.17655,5
-0.309532,-2.2228,-0.035071,-2.288063,-0.653048,-0.446817,4
-0.397984,-2.273339,0.008459,-2.369076,-0.626159,-0.443952,4
1.179703,0.340157,0.197753,0.489812,-1.179736,-1.126332,8
1.542389,-0.11847,0.001424,0.324697,-0.178268,-1.191299,6
1.179703,0.340157,0.197753,0.489812,-1.179736,-1.126332,8
-3.112591,1.681877,1.388583,0.87172,-0.479239,0.321764,5
0.03628,-0.698233,0.078906,-0.98056,0.182259,0.028035,4
0.054793,-0.652453,0.112237,-0.997173,0.166312,0.02054,4
2.273419,-0.624069,-1.001271,-0.741801,1.107815,-0.129751,8
-0.47798,-0.60132,0.614384,-0.500581,0.420009,-1.099194,6
-0.262774,-0.576742,0.671825,-1.469599,-1.760344,1.043752,7
-0.30941,-0.598751,0.681809,-1.515268,-1.77313,1.115564,6
-3.557927,-1.484367,-1.485806,-1.042724,2.776768,1.243974,5
-3.531545,0.940086,-0.593629,-0.129813,1.21112,-1.945348,5
1.995934,0.477938,-0.275851,0.528047,-0.902354,-0.327618,6
1.879575,1.526641,0.148347,0.063695,1.285916,-0.147632,6
-0.033369,2.487054,1.444226,-1.235737,0.209153,-1.587876,4
-0.015953,2.87061,1.500957,-0.58248,-0.272873,-0.963508,4
-2.028669,-0.238357,0.889113,0.916703,1.254917,0.56946,6
1.296368,1.749794,1.972924,-1.893672,3.393703,-1.944067,6
-0.845393,2.925426,2.008717,-1.079012,0.426178,-1.388449,5
1.995595,0.942335,-0.869231,-0.212383,1.904881,-0.284071,6
0.868295,0.027314,-0.202836,-0.238037,0.400656,-1.161613,6
-2.440124,-0.760802,-3.595538,-0.328637,3.084106,0.058062,5
-3.799446,0.349316,-0.696663,1.121965,0.525448,-0.826342,6
-2.110286,-3.028338,-0.552531,-1.617383,0.516657,-0.24154,4
0.892115,-0.50479,0.81603,-0.551849,-0.222258,-1.588473,4
-1.567536,-2.921474,-0.711658,-2.868103,-0.001929,-0.894249,4
-1.063645,-1.359029,0.904228,-0.089656,-0.264776,-0.78234,6
-2.113437,-1.058676,-4.362569,-0.584688,3.459742,0.384494,5
-4.066196,-2.209943,-0.320525,-0.115852,0.18886,-0.029415,5
1.478081,1.758365,-0.741888,0.47847,1.93047,0.002077,7
-1.723865,-3.173483,-0.972916,-3.084577,0.481514,-0.80127,5
0.811459,-0.473326,0.742174,-0.968483,0.056107,-1.869037,6
0.887151,-0.273621,0.554487,0.20025,0.149078,0.333939,6
0.887151,-0.273621,0.554487,0.20025,0.149078,0.333939,6
-1.495327,-1.654507,-0.493025,0.954844,0.036826,0.58488,5
-3.488472,-0.818331,-0.91288,0.583736,0.883914,0.331905,6
-4.160747,0.384943,-0.252359,0.778159,1.190676,-0.688709,6
-1.335944,-0.199853,-1.678213,-0.437359,0.496746,0.179934,5
-1.335944,-0.199853,-1.678213,-0.437359,0.496746,0.179934,5
1.150228,-0.671865,2.608702,-1.86583,2.151112,-2.750352,6
-2.813999,0.920697,-0.884111,0.049795,-0.047934,-0.118884,5
-0.650313,-0.828247,0.530122,-0.782958,0.994923,0.697766,5
-2.813999,0.920697,-0.884111,0.049795,-0.047934,-0.118884,5
-0.119508,-1.43277,-0.000502,-0.727658,-0.235937,-1.92238,6
1.390328,-0.840052,0.38074,-0.894824,-0.135325,-1.171018,6
-0.157026,-2.271238,1.212352,-0.194621,0.772335,0.228919,6
-0.930661,-1.459533,-2.476753,-0.265858,1.594943,-0.625984,5
-0.930661,-1.459533,-2.476753,-0.265858,1.594943,-0.625984,5
-3.174509,-1.53754,0.428898,0.434857,0.941764,-1.38915,5
-2.061254,0.339651,0.167781,0.500785,1.359806,-0.513459,6
-0.757006,0.689656,0.162129,0.005874,1.119606,-0.554702,6
-0.757006,0.689656,0.162129,0.005874,1.119606,-0.554702,6
-1.943865,-0.154573,-1.453264,0.295321,-0.026879,-1.239519,5
-1.943865,-0.154573,-1.453264,0.295321,-0.026879,-1.239519,5
0.464821,2.863993,-0.523795,-0.871058,-0.593149,-0.721927,5
0.428275,2.935581,-0.466026,-0.79319,-0.645748,-0.66509,5
-1.237406,-1.677363,0.21957,0.163231,0.26334,-1.335212,7
-3.162498,2.113988,1.370529,0.399399,0.196224,0.453561,5
0.602677,-0.041634,0.508129,-0.70478,0.365817,-0.781986,6
2.014321,-0.844527,0.661485,0.156353,-1.545487,-0.52802,6
-0.648398,0.639559,0.454522,-0.659101,-0.021295,0.442204,5
1.261062,-2.065404,0.196403,0.193607,0.694472,-0.408818,7
0.137854,2.101343,-0.981539,0.789805,-0.288999,-1.527981,6
-0.872469,-0.545895,-1.345536,0.281632,-0.254154,-1.448433,6
2.43785,-0.341863,-0.253875,-0.101737,-0.735447,-0.286438,7
0.433151,-0.265169,-2.755998,-2.137751,1.03596,-0.261201,5
2.43785,-0.341863,-0.253875,-0.101737,-0.735447,-0.286438,7
-1.805269,-1.129184,0.462004,0.479946,0.19431,0.963313,6
-1.229048,-0.736427,-0.659408,-0.213545,-1.130339,-1.611897,6
1.030807,-0.21402,0.04622,-1.284908,0.187448,-0.649257,5
-1.481625,-1.043217,0.441576,0.372974,-0.033752,0.822583,6
-1.805269,-1.129184,0.462004,0.479946,0.19431,0.963313,6
-1.568836,-1.441174,-0.734023,0.367075,-0.020613,0.466424,5
