@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M6-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 3 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10_clusterMembership-weka.filters.unsupervised.attribute.ClusterMembership-I8-Wweka.clusterers.EM---I100-N-1-X13-max-1-ll-cv1.0E-6-ll-iter1.0E-6-M1.0E-6-K10-num-slots1-S100'

@attribute pCluster_3_0 numeric
@attribute pCluster_3_1 numeric
@attribute pCluster_4_0 numeric
@attribute pCluster_4_1 numeric
@attribute pCluster_4_2 numeric
@attribute pCluster_4_3 numeric
@attribute pCluster_5_0 numeric
@attribute pCluster_5_1 numeric
@attribute pCluster_5_2 numeric
@attribute pCluster_5_3 numeric
@attribute pCluster_5_4 numeric
@attribute pCluster_5_5 numeric
@attribute pCluster_5_6 numeric
@attribute pCluster_5_7 numeric
@attribute pCluster_5_8 numeric
@attribute pCluster_6_0 numeric
@attribute pCluster_6_1 numeric
@attribute pCluster_6_2 numeric
@attribute pCluster_6_3 numeric
@attribute pCluster_6_4 numeric
@attribute pCluster_6_5 numeric
@attribute pCluster_6_6 numeric
@attribute pCluster_6_7 numeric
@attribute pCluster_6_8 numeric
@attribute pCluster_7_0 numeric
@attribute pCluster_7_1 numeric
@attribute pCluster_7_2 numeric
@attribute pCluster_7_3 numeric
@attribute pCluster_7_4 numeric
@attribute pCluster_7_5 numeric
@attribute pCluster_7_6 numeric
@attribute pCluster_7_7 numeric
@attribute pCluster_7_8 numeric
@attribute pCluster_8_0 numeric
@attribute pCluster_8_1 numeric
@attribute pCluster_8_2 numeric
@attribute pCluster_9_0 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0,0.000033,0.000001,0.000955,0.00253,0,0.018998,0.000001,0,0.000001,0,0.044725,0.000102,0,0.000512,0,0.000062,0.02432,0.000087,0.000233,0.003658,0.438947,0.054044,0.035725,0,0.00019,0,0.331455,0.009617,0,0.007856,0.005901,0.002395,0.015713,0.001921,0.000013,0.000008,7
0,0.000045,0,0.001442,0.000349,0,0.000026,0.006942,0.011811,0.000004,0.593748,0.012027,0.00009,0.000006,0.000012,0,0.000428,0.001885,0.360683,0.000206,0.002554,0.003479,0.000009,0.001507,0.000081,0,0,0.000228,0.000835,0.000018,0,0.000001,0.001519,0.000001,0.000041,0.000006,0.000016,6
0,0.000082,0.000007,0.001846,0.007565,0,0.052788,0.000032,0,0.000002,0,0.05685,0.000337,0.000088,0.015752,0,0.000154,0.00245,0.000449,0.000344,0.046914,0.360526,0.028907,0.035118,0,0.001359,0,0.372737,0.004133,0.000029,0.000646,0.000041,0.000063,0.010649,0.000064,0.00003,0.000039,7
0,0.000111,0.000003,0.000238,0.003422,0,0.050887,0,0,0.000001,0,0.037644,0.000097,0,0.000013,0,0.002951,0.02548,0.000001,0.000112,0.00009,0.350973,0.246038,0.008258,0,0.00009,0,0.142508,0.000668,0,0.057658,0.006225,0.054833,0.005983,0.002599,0.00312,0,6
0,0.0198,0,0.012957,0.364755,0.000001,0.067146,0,0,0,0,0.145817,0.003579,0,0.05393,0,0.000455,0.004028,0,0.01316,0.000517,0.279679,0.000004,0.00445,0,0,0,0.000081,0.000381,0,0.000001,0.000006,0.028682,0.000037,0.000525,0,0.000008,5
0.020584,0.001016,0.001349,0.00076,0,0.000771,0,0.000008,0.045611,0.000504,0,0.000043,0.496689,0,0,0,0,0.000018,0.000068,0.430952,0,0,0,0.001219,0,0,0,0,0.000001,0,0,0,0,0.000001,0.000407,0,0,5
0.000003,0.001913,0.000001,0.003277,0.000022,0.000001,0.000003,0.001765,0.000046,0.000197,0.000584,0.217849,0.001943,0,0,0.000001,0.000159,0.642078,0.030483,0.000946,0.000001,0.000051,0.000364,0.000371,0,0,0,0,0.001046,0,0,0.042447,0.000935,0.000013,0.053497,0,0.000004,6
0,0.00107,0.000044,0.003701,0.061499,0.000006,0.133112,0.00909,0.000016,0.000007,0,0.133184,0.004586,0.001471,0.032835,0,0.009142,0.007996,0.008085,0.001894,0.091836,0.354138,0.000618,0.101613,0,0.000155,0.00001,0.032195,0.000492,0.00004,0.00013,0.000018,0.002965,0.003069,0.000341,0.004164,0.000479,6
0,0.003095,0.000008,0.006981,0.011758,0.000001,0.022346,0.138299,0.000019,0.000011,0,0.006878,0.000578,0,0.002524,0,0.497838,0.000059,0.002972,0.004321,0.019756,0.010134,0.16944,0.000088,0.000001,0.000247,0,0.003227,0.000224,0.00001,0,0,0.003279,0.000613,0.000008,0.095286,0,6
0,0.000101,0.000001,0.000252,0.000111,0,0.000002,0.02449,0.004798,0.00003,0.838405,0.010923,0.000274,0,0,0,0.000597,0.003467,0.114858,0.000112,0.000067,0.000176,0.000001,0.000658,0.000261,0,0,0,0.000018,0,0,0.000004,0.000306,0,0.00006,0.000026,0,5
0,0.000077,0.000002,0.000247,0.000085,0,0.000002,0.011026,0.002438,0.000022,0.907015,0.010277,0.000309,0.000015,0,0,0.000142,0.002955,0.063767,0.000106,0.000086,0.000199,0.000001,0.001009,0.000024,0,0,0.000001,0.000023,0,0,0.000007,0.000097,0,0.000061,0.000005,0,5
0.000001,0.000372,0.000057,0.015624,0.001473,0,0.001105,0.00045,0.001141,0.00001,0.000001,0.017424,0.003286,0.525636,0.056532,0,0.000001,0.00001,0.00196,0.003875,0.351333,0.001131,0.000011,0.006573,0,0.000562,0,0.001278,0.003049,0.006546,0,0,0,0.000439,0,0,0.00012,5
0,0.001403,0.000381,0.000462,0.000574,0.00001,0.000188,0.000111,0,0.000157,0,0.103497,0.024883,0,0.000001,0,0.000051,0.493798,0.000237,0.003083,0.000047,0.000642,0.000175,0.049281,0,0,0,0,0.000048,0,0.000157,0.177067,0.000232,0.003038,0.140471,0.000005,0,5
0,0.000413,0.000884,0.000982,0.000898,0.000018,0.00361,0,0,0,0,0.005305,0.017703,0,0.001797,0,0,0.000232,0,0.004361,0.004874,0.001517,0,0.195072,0,0.003681,0.697222,0.001138,0.00007,0,0.025136,0.000017,0,0.034986,0.000062,0.000002,0.000016,7
0.000002,0.002767,0.00103,0.002003,0.013938,0.000642,0.00247,0.039698,0.003434,0.000212,0.000014,0.125831,0.11788,0.014716,0.000162,0,0.000305,0.030388,0.028082,0.013735,0.006044,0.003947,0,0.569153,0.000007,0,0.018144,0.000003,0.000042,0,0.000001,0.000468,0.00024,0.000388,0.003951,0.0003,0.000001,6
0,0.000055,0.000001,0.005809,0.004354,0,0.023233,0.000002,0,0.000001,0,0.004804,0.000152,0.000613,0.167739,0,0.000003,0.00001,0.00003,0.001993,0.621483,0.021533,0.025539,0.002062,0,0.035291,0,0.041732,0.01344,0.019387,0,0,0,0.010729,0,0,0.000002,6
0.000002,0.002767,0.00103,0.002003,0.013938,0.000642,0.00247,0.039698,0.003434,0.000212,0.000014,0.125831,0.11788,0.014716,0.000162,0,0.000305,0.030388,0.028082,0.013735,0.006044,0.003947,0,0.569153,0.000007,0,0.018144,0.000003,0.000042,0,0.000001,0.000468,0.00024,0.000388,0.003951,0.0003,0.000001,6
0,0.000311,0.000006,0.000426,0.008528,0.000003,0.068322,0.000015,0,0.000013,0,0.155111,0.000418,0,0.000061,0.000003,0.006719,0.052883,0.000045,0.000186,0.000106,0.431655,0.112318,0.026181,0,0.000014,0,0.053212,0.000454,0,0.016698,0.012416,0.018825,0.002888,0.003035,0.029147,0,6
0.000181,0.00293,0,0.146586,0.000797,0.000267,0.000051,0.000222,0.463282,0.000007,0,0.02129,0.020006,0,0.000572,0,0,0.000911,0.072758,0.153478,0.001995,0.000994,0,0.098431,0.000004,0,0.001535,0.000426,0.010942,0,0,0.000001,0.001589,0.00003,0.000639,0,0.000075,6
0,0.001704,0.000024,0.007358,0.016322,0,0.006472,0.620596,0.004585,0.000089,0.000003,0.062586,0.001736,0.000001,0.000637,0.000004,0.153017,0.000164,0.058644,0.001892,0.031333,0.022295,0.007255,0.001167,0.000441,0.000009,0,0.000849,0.000517,0.000001,0,0,0.000278,0.000017,0.000002,0.000001,0,5
0,0.000391,0,0.002906,0.004764,0.000006,0.003706,0.010299,0.000291,0.000094,0.000108,0.32238,0.000345,0,0.000026,0.000007,0.017062,0.119388,0.217898,0.000437,0.000198,0.12356,0.004884,0.012826,0.000111,0,0,0.006116,0.003335,0,0,0.00223,0.078995,0.000041,0.004089,0.063506,0.000001,5
0,0.001411,0.000486,0.005576,0.030622,0,0.176915,0.000278,0,0.000023,0,0.278905,0.007985,0.000295,0.052189,0.000001,0.000406,0.001327,0.000131,0.001785,0.12104,0.136368,0.0831,0.048626,0,0.008035,0,0.02238,0.001799,0.00001,0.000242,0.000008,0.000001,0.020039,0.000012,0.000001,0.000005,4
0.000037,0.007669,0,0.020463,0.000004,0.0002,0,0.000175,0.001177,0.000365,0,0.299331,0.001579,0,0,0,0.000005,0.56614,0.051367,0.004141,0,0,0.000001,0.000026,0,0,0.000001,0,0.006779,0,0,0.006005,0.000009,0,0.026556,0.004414,0.003556,6
0.000001,0.093983,0.002578,0.102044,0.003271,0.00264,0.001598,0.000001,0.000001,0.000548,0,0.034031,0.29227,0,0.237439,0.000001,0,0,0,0.180517,0.047669,0,0.000003,0.00008,0,0.000876,0.000044,0,0.000338,0.000014,0,0,0,0.000045,0,0.000006,0.000002,6
0,0.000064,0,0.000968,0.00004,0,0.000041,0,0,0.000001,0,0.026521,0.000202,0,0.000001,0,0.000001,0.270062,0.000072,0.000324,0.000028,0.003287,0.000051,0.013772,0,0,0.000003,0.001364,0.004337,0,0.001022,0.605961,0.001925,0.002414,0.060495,0.00003,0.007012,7
0,0.001565,0.00002,0.000796,0.001901,0.000054,0.001844,0.000176,0,0.000005,0,0.105506,0.011904,0,0.000002,0,0.000463,0.430416,0.000623,0.002179,0.000053,0.002762,0.000001,0.051983,0,0,0.008637,0.000005,0.000069,0,0.000176,0.197811,0.035586,0.000484,0.144815,0.000102,0.000059,5
0,0.000635,0,0.010361,0.053308,0.000004,0.027169,0.00275,0.000826,0.000014,0,0.183547,0.000589,0.000001,0.013958,0.000001,0.005263,0.00877,0.050991,0.002044,0.016768,0.543844,0.000704,0.027695,0.00002,0.000001,0,0.033865,0.006012,0,0,0.000006,0.010235,0.00009,0.000265,0.000211,0.000051,5
0,0.001887,0.002274,0.001424,0.057895,0.000001,0.546375,0.000369,0,0.00003,0,0.086792,0.010002,0.000001,0.024091,0.000002,0.001708,0.000095,0.000006,0.001664,0.069222,0.025166,0.131904,0.010309,0,0.01894,0,0.000727,0.000105,0.000004,0.00004,0,0,0.008913,0.000001,0.000053,0,5
0,0.000408,0.000008,0.006831,0.031913,0.000003,0.0969,0.000011,0,0.000016,0,0.144462,0.001222,0.000035,0.238759,0.000001,0.000022,0.000602,0.000132,0.001657,0.094218,0.193933,0.012183,0.054977,0,0.001079,0,0.104524,0.007513,0.000002,0.000025,0.000001,0,0.005025,0.000005,0.003447,0.000085,6
0.000006,0.002651,0.000041,0.009298,0.001493,0.000003,0.000001,0.087914,0.311066,0.000019,0,0.000673,0.003024,0.000664,0.000233,0,0.000351,0,0.013727,0.015346,0.37821,0.00001,0,0.000071,0.000341,0,0,0,0.000014,0.174768,0,0,0,0,0,0.000075,0.000001,5
0,0.011032,0.022032,0.006063,0.063817,0.000021,0.261383,0.000241,0,0.000281,0,0.138658,0.078407,0.000003,0.10041,0.000011,0.000047,0.000006,0.000001,0.011023,0.234066,0.000782,0.036453,0.004585,0,0.026285,0,0.000007,0.00014,0.000164,0,0,0,0.00395,0,0.000128,0,5
0,0.004869,0.001763,0.006766,0.093995,0.000098,0.092413,0.016476,0.000114,0.000498,0.000001,0.407248,0.038941,0.016791,0.059591,0.00001,0.000751,0.000575,0.001733,0.005815,0.141961,0.021992,0.00238,0.072537,0,0.000192,0,0.000254,0.000334,0.000005,0,0,0,0.001006,0.000003,0.010885,0.000002,6
0,0.00077,0.000012,0.0004,0.002187,0.000002,0.008171,0.001661,0,0.000011,0,0.191241,0.001215,0,0,0,0.068902,0.436335,0.001573,0.000256,0.000024,0.011392,0.007203,0.004498,0,0,0,0.000043,0.000126,0,0.00006,0.076197,0.133202,0.000241,0.039421,0.014854,0.000001,8
0,0.001212,0.000044,0.009017,0.027442,0,0.103185,0.039506,0.000028,0.000003,0.000001,0.079724,0.002736,0.002463,0.021374,0,0.045184,0.002161,0.012878,0.002302,0.300591,0.235301,0.027806,0.010131,0,0.002068,0,0.054145,0.001671,0.006243,0.00001,0,0.006205,0.00641,0.000115,0,0.000043,6
0.000001,0.000578,0.000004,0.000576,0.000247,0.000017,0.000004,0.101062,0.015945,0.000103,0.400881,0.038108,0.001525,0,0,0,0.002964,0.041661,0.377351,0.000523,0.000027,0.000108,0,0.001493,0.007836,0,0,0,0.000024,0,0,0.000086,0.003027,0,0.00142,0.004427,0.000001,6
0,0.001115,0.000005,0.000633,0.001365,0.000036,0.000005,0.367436,0.022128,0.001062,0.000037,0.029724,0.00086,0,0,0.000014,0.115402,0.002659,0.222167,0.000653,0.000046,0.000294,0.000004,0.000493,0.163464,0,0,0,0.000013,0,0,0,0.002908,0,0.000026,0.067451,0,6
0,0.001212,0.000044,0.009017,0.027442,0,0.103185,0.039506,0.000028,0.000003,0.000001,0.079724,0.002736,0.002463,0.021374,0,0.045184,0.002161,0.012878,0.002302,0.300591,0.235301,0.027806,0.010131,0,0.002068,0,0.054145,0.001671,0.006243,0.00001,0,0.006205,0.00641,0.000115,0,0.000043,6
0.000001,0.000578,0.000004,0.000576,0.000247,0.000017,0.000004,0.101062,0.015945,0.000103,0.400881,0.038108,0.001525,0,0,0,0.002964,0.041661,0.377351,0.000523,0.000027,0.000108,0,0.001493,0.007836,0,0,0,0.000024,0,0,0.000086,0.003027,0,0.00142,0.004427,0.000001,6
0,0.00241,0.000116,0.000991,0.127657,0.000098,0.035099,0.460549,0.00132,0.00029,0.000001,0.108906,0.009878,0.000014,0.000747,0.000008,0.15927,0.001166,0.011999,0.002292,0.011268,0.022592,0.000297,0.018196,0.012882,0.000001,0,0.000011,0.000017,0,0,0,0.00012,0.000016,0.000019,0.011768,0,5
0,0.000976,0.002785,0.000079,0.222576,0.000046,0.626685,0.000367,0,0.000013,0,0.013903,0.031453,0.000016,0.002311,0,0.003552,0.00025,0.000001,0.003476,0.032078,0.005996,0.000269,0.04907,0,0.000541,0,0,0.000001,0,0.000066,0,0.000001,0.003087,0.000022,0.00038,0,5
0.000058,0.000021,0,0.008625,0.000017,0,0,0,0.310532,0.000001,0,0.000002,0.000013,0,0.000024,0,0,0,0.00018,0.044527,0.240017,0,0,0.000002,0,0,0,0,0.000339,0.395606,0,0,0,0,0,0.000034,0,6
0,0.00241,0.000116,0.000991,0.127657,0.000098,0.035099,0.460549,0.00132,0.00029,0.000001,0.108906,0.009878,0.000014,0.000747,0.000008,0.15927,0.001166,0.011999,0.002292,0.011268,0.022592,0.000297,0.018196,0.012882,0.000001,0,0.000011,0.000017,0,0,0,0.00012,0.000016,0.000019,0.011768,0,5
0.000058,0.000021,0,0.008625,0.000017,0,0,0,0.310532,0.000001,0,0.000002,0.000013,0,0.000024,0,0,0,0.00018,0.044527,0.240017,0,0,0.000002,0,0,0,0,0.000339,0.395606,0,0,0,0,0,0.000034,0,6
0,0.001728,0.000697,0.002277,0.00467,0.000015,0.003062,0.001476,0.000004,0.000192,0.000058,0.35808,0.026759,0.003364,0.000192,0.000001,0.000197,0.20887,0.004305,0.003165,0.002423,0.02287,0.000701,0.294076,0,0.000004,0,0.000206,0.000397,0,0.000739,0.035466,0.000223,0.008821,0.014777,0.000175,0.00001,6
0,0.000976,0.002785,0.000079,0.222576,0.000046,0.626685,0.000367,0,0.000013,0,0.013903,0.031453,0.000016,0.002311,0,0.003552,0.00025,0.000001,0.003476,0.032078,0.005996,0.000269,0.04907,0,0.000541,0,0,0.000001,0,0.000066,0,0.000001,0.003087,0.000022,0.00038,0,5
0,0.000547,0.018659,0.000015,0.019069,0.000004,0.012321,0,0,0,0,0.004648,0.038728,0,0.000004,0,0.000019,0.02212,0,0.003687,0.002232,0.002829,0.000016,0.369977,0,0.000299,0.000001,0,0.000001,0,0.433048,0.010122,0.00004,0.050905,0.010708,0.000003,0,6
0,0.000068,0,0.000321,0.008393,0,0.058852,0,0,0,0,0.028552,0.000057,0,0.000246,0,0.000549,0.011454,0.000002,0.000144,0.000368,0.624167,0.03369,0.013262,0,0.000043,0,0.18866,0.001013,0,0.010194,0.000936,0.012206,0.002654,0.00089,0.00328,0,6
0,0.002516,0.000009,0.000381,0.000242,0.000241,0.00005,0,0,0.000001,0,0.013825,0.032962,0,0,0,0,0.156422,0,0.010667,0.000001,0.000071,0,0.051759,0,0,0.042091,0,0.000013,0,0.000579,0.357823,0.001165,0.000588,0.328593,0,0.000001,7
0,0.003302,0.000037,0.010001,0.008101,0.000001,0.027911,0.030257,0.000007,0.000002,0,0.107456,0.004244,0,0.000131,0,0.132069,0.060626,0.025853,0.004369,0.012095,0.032173,0.003329,0.005808,0,0.000028,0,0.002555,0.001565,0.011963,0.00002,0.000047,0.495515,0.003756,0.011906,0.000887,0.003986,7
0,0.000176,0.060563,0.000003,0.008508,0.000107,0.008511,0.000006,0,0.000025,0,0.002088,0.312283,0.000001,0,0,0.000012,0.013388,0,0.014981,0.00042,0.000022,0,0.504545,0,0.000003,0.000006,0,0,0,0.000657,0.00414,0.000001,0.011117,0.058438,0,0,4
0,0.000223,0.000016,0.00022,0.005051,0,0.007253,0,0,0,0,0.020438,0.000296,0,0.000026,0,0.000171,0.087181,0,0.000264,0.001172,0.293816,0.010057,0.033807,0,0.000184,0,0.035068,0.000291,0,0.402972,0.044035,0.033809,0.016342,0.007117,0.000063,0.000128,6
0,0.000183,0.000005,0.000299,0.00003,0.000001,0.000008,0,0,0,0,0.007593,0.000642,0,0,0,0,0.197457,0,0.000552,0.000007,0.000744,0.000001,0.019928,0,0,0.00193,0.000111,0.000224,0,0.014648,0.672739,0.00092,0.003012,0.074514,0.000048,0.004403,6
0,0.000387,0.00006,0.00198,0.010449,0.000002,0.033716,0,0,0,0,0.046487,0.003142,0,0.016985,0,0.000011,0.008051,0.000007,0.001597,0.031567,0.192841,0.000064,0.320771,0,0.001977,0.006878,0.142537,0.000944,0.000001,0.126865,0.000804,0.00014,0.044672,0.000591,0.000277,0.006195,6
0,0.000691,0.000007,0.00044,0.022818,0.000006,0.046347,0.000009,0,0.000002,0,0.15253,0.001922,0,0.000181,0,0.004167,0.213338,0.000029,0.000481,0.00056,0.281993,0.000982,0.090285,0,0.000003,0,0.002396,0.000117,0,0.021947,0.070708,0.06669,0.002219,0.018464,0.000633,0.000033,5
0,0.002516,0.000009,0.000381,0.000242,0.000241,0.00005,0,0,0.000001,0,0.013825,0.032962,0,0,0,0,0.156422,0,0.010667,0.000001,0.000071,0,0.051759,0,0,0.042091,0,0.000013,0,0.000579,0.357823,0.001165,0.000588,0.328593,0,0.000001,7
0,0.000349,0.000008,0.009484,0.012188,0,0.008676,0.038207,0.004134,0.00002,0.102865,0.114672,0.000973,0.014982,0.0063,0,0.004609,0.003331,0.284151,0.001313,0.140287,0.174412,0.002878,0.022652,0.000023,0.000024,0,0.045351,0.005876,0.000767,0,0.000002,0.001004,0.000318,0.000059,0.000036,0.000048,6
0.000001,0.001849,0.000636,0.000048,0.00441,0.000027,0.002327,0.400397,0.000064,0.000163,0.000006,0.014681,0.023629,0,0,0,0.535067,0.008474,0.000827,0.003392,0.000022,0.000011,0.000035,0.000507,0.000001,0,0,0,0,0,0,0.000004,0.000552,0.000003,0.002738,0.000129,0,5
0,0.000767,0.000024,0.004872,0.005775,0,0.014304,0,0,0,0,0.001968,0.000591,0,0.428713,0,0.000004,0.000001,0,0.003622,0.402291,0.0017,0.009527,0.000271,0,0.097177,0,0.003678,0.00046,0.014754,0.000001,0,0,0.008637,0,0.000737,0.000128,5
0,0.000349,0.000008,0.009484,0.012188,0,0.008676,0.038207,0.004134,0.00002,0.102865,0.114672,0.000973,0.014982,0.0063,0,0.004609,0.003331,0.284151,0.001313,0.140287,0.174412,0.002878,0.022652,0.000023,0.000024,0,0.045351,0.005876,0.000767,0,0.000002,0.001004,0.000318,0.000059,0.000036,0.000048,6
0.00001,0.001633,0.001473,0.000971,0.00036,0.000386,0.000368,0.00757,0.000273,0.000014,0,0.015075,0.12111,0,0,0,0.000034,0.022025,0.005778,0.016918,0.000108,0.000059,0,0.09864,0,0,0.657978,0,0.000016,0,0.000004,0.001919,0.003132,0.000605,0.043525,0.000016,0,7
0.00001,0.001633,0.001473,0.000971,0.00036,0.000386,0.000368,0.00757,0.000273,0.000014,0,0.015075,0.12111,0,0,0,0.000034,0.022025,0.005778,0.016918,0.000108,0.000059,0,0.09864,0,0,0.657978,0,0.000016,0,0.000004,0.001919,0.003132,0.000605,0.043525,0.000016,0,7
0.000032,0.001525,0.020237,0.000776,0.000219,0.000725,0.000686,0.003201,0.000132,0.000004,0,0.001135,0.437189,0,0.000001,0,0.000003,0.000409,0.000342,0.094606,0.000339,0.000007,0,0.105619,0,0.00004,0.321107,0,0.000003,0,0.000015,0.000003,0.000418,0.004894,0.006333,0,0,7
0.000032,0.001525,0.020237,0.000776,0.000219,0.000725,0.000686,0.003201,0.000132,0.000004,0,0.001135,0.437189,0,0.000001,0,0.000003,0.000409,0.000342,0.094606,0.000339,0.000007,0,0.105619,0,0.00004,0.321107,0,0.000003,0,0.000015,0.000003,0.000418,0.004894,0.006333,0,0,7
0,0.000346,0.000002,0.0028,0.004089,0,0.040413,0.000964,0,0.000005,0,0.191255,0.000491,0,0.000071,0,0.020775,0.040512,0.003513,0.000405,0.001029,0.289146,0.212408,0.007074,0,0.00004,0,0.050005,0.005078,0,0.000135,0.002512,0.12092,0.002839,0.003173,0,0,6
0,0.000408,0,0,0,0.109966,0,0,0,0.889404,0,0,0,0,0,0.000215,0,0,0,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0.00005,0.000004,0.001478,0.005825,0,0.035566,0,0,0,0,0.007859,0.000209,0.000002,0.048356,0,0.000007,0.000494,0.000006,0.000698,0.154461,0.164893,0.001786,0.030935,0,0.013933,0,0.483781,0.003045,0.002352,0.004179,0.000002,0.000019,0.038709,0.000033,0.000144,0.001175,7
0.000018,0.001145,0.000007,0.027092,0.001275,0,0.000012,0.030193,0.358808,0.000018,0.000197,0.032498,0.004218,0.004412,0.000169,0,0.000156,0.00058,0.438639,0.006619,0.084467,0.001622,0,0.00562,0.000002,0,0,0.000048,0.001885,0.000127,0,0,0.000116,0.000002,0.000009,0,0.000045,6
0,0.021451,0.000414,0.00358,0.000028,0.009489,0.000039,0.000001,0,0.245438,0,0.009605,0.008878,0,0.000002,0.694877,0,0,0,0.004957,0,0,0.000554,0,0,0,0,0,0.000018,0,0,0,0,0,0,0.000671,0,6
0,0.00005,0.000004,0.001478,0.005825,0,0.035566,0,0,0,0,0.007859,0.000209,0.000002,0.048356,0,0.000007,0.000494,0.000006,0.000698,0.154461,0.164893,0.001786,0.030935,0,0.013933,0,0.483781,0.003045,0.002352,0.004179,0.000002,0.000019,0.038709,0.000033,0.000144,0.001175,7
0,0.000183,0.000044,0.00237,0.004632,0,0.016317,0,0,0,0,0.004358,0.000989,0,0.041443,0,0.000001,0.000279,0,0.002865,0.215097,0.054445,0.000071,0.059687,0,0.117543,0.000446,0.285394,0.001769,0.001422,0.034954,0.000001,0.000005,0.148194,0.00003,0.00003,0.00743,6
0.000002,0.001193,0.005473,0.00029,0.028918,0.000035,0.003147,0.68542,0.0083,0.000073,0.003935,0.012386,0.074645,0.039434,0.000024,0,0.014075,0.001285,0.011894,0.009648,0.046402,0.000559,0,0.052183,0.000091,0.000001,0.000001,0,0.000001,0.000207,0,0,0.00011,0.000041,0.00017,0.000055,0,5
0.000005,0.000216,0,0.006101,0.000053,0.000014,0,0.000227,0.1191,0.000194,0.000473,0.038623,0.000118,0,0,0.000001,0.000006,0.03975,0.78386,0.001198,0.000012,0.000149,0,0.000945,0.000025,0,0,0.000001,0.004655,0,0,0.000034,0.000342,0,0.000994,0.002835,0.000069,5
0.000002,0.001193,0.005473,0.00029,0.028918,0.000035,0.003147,0.68542,0.0083,0.000073,0.003935,0.012386,0.074645,0.039434,0.000024,0,0.014075,0.001285,0.011894,0.009648,0.046402,0.000559,0,0.052183,0.000091,0.000001,0.000001,0,0.000001,0.000207,0,0,0.00011,0.000041,0.00017,0.000055,0,5
0,0.000241,0.000002,0.00246,0.000172,0.000001,0.000087,0.000032,0.000001,0.000026,0.000017,0.150862,0.000661,0,0.000009,0,0.000013,0.499724,0.008899,0.000501,0.000073,0.010889,0.000653,0.026017,0,0,0,0.002071,0.004542,0,0.000093,0.242918,0.002211,0.001226,0.043192,0.00067,0.001736,7
0,0.000183,0.000044,0.00237,0.004632,0,0.016317,0,0,0,0,0.004358,0.000989,0,0.041443,0,0.000001,0.000279,0,0.002865,0.215097,0.054445,0.000071,0.059687,0,0.117543,0.000446,0.285394,0.001769,0.001422,0.034954,0.000001,0.000005,0.148194,0.00003,0.00003,0.00743,6
0,0.000074,0.000001,0.006422,0.003567,0,0.030242,0,0,0,0,0.003283,0.000161,0,0.135282,0,0,0.000002,0,0.003474,0.342736,0.007219,0.117247,0.000693,0,0.295929,0,0.008819,0.021261,0.000382,0,0,0,0.023205,0,0,0,7
0,0.001254,0.000006,0.011725,0.008537,0.000004,0.012434,0.000002,0,0.000009,0,0.010566,0.001157,0,0.79876,0,0.000001,0,0.000001,0.004459,0.144247,0.000432,0.001804,0.000254,0,0.002278,0,0.000179,0.001095,0.000125,0,0,0,0.000293,0,0.000363,0.000014,5
0.000015,0.000468,0,0.003078,0.000004,0.000006,0,0.001686,0.187173,0.000107,0.001327,0.009841,0.000133,0,0,0,0.000032,0.009741,0.7815,0.00075,0.000001,0.000001,0,0.000019,0.000123,0,0,0,0.000311,0,0,0,0.000104,0,0.000116,0.003422,0.000041,6
0.000076,0,0.00011,0,0,0.94549,0,0,0,0,0,0,0.01397,0,0,0,0,0,0,0.040354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0.008079,0.000077,0.023697,0.067579,0.000201,0.032193,0.000685,0.000135,0.000103,0,0.291675,0.042906,0.001135,0.332244,0,0.00002,0.000216,0.000408,0.016165,0.106317,0.011113,0.000022,0.063161,0,0.00007,0.000035,0.000263,0.000924,0,0,0,0,0.000456,0.000001,0.000016,0.000102,5
0,0.006986,0.000046,0.021757,0.072102,0.000149,0.035617,0.000575,0.000098,0.000087,0,0.306031,0.031953,0.000755,0.339002,0.000001,0.000027,0.000271,0.000412,0.012999,0.092493,0.016041,0.000034,0.060528,0,0.000058,0.000011,0.000395,0.001016,0,0,0,0,0.00043,0.000002,0.000014,0.000114,5
0.000015,0.000468,0,0.003078,0.000004,0.000006,0,0.001686,0.187173,0.000107,0.001327,0.009841,0.000133,0,0,0,0.000032,0.009741,0.7815,0.00075,0.000001,0.000001,0,0.000019,0.000123,0,0,0,0.000311,0,0,0,0.000104,0,0.000116,0.003422,0.000041,6
0.000002,0.000099,0,0.001589,0.000009,0.000001,0,0.000957,0.032577,0.000051,0.293196,0.014354,0.000061,0,0,0,0.000019,0.018403,0.634796,0.000251,0.000004,0.000019,0,0.000128,0.000051,0,0,0,0.000813,0,0,0.000018,0.000265,0,0.000406,0.001896,0.000036,6
