@relation wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R12_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A6-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.004084,0.000282,-0.010809,0.002167,-0.015923,-0.005991,7
0.014895,0.007364,-0.028547,-0.000556,0.005561,0.02572,6
0.001596,0.006315,-0.015925,-0.004957,-0.001598,-0.002051,5
-0.013462,0.016423,-0.011234,-0.020046,0.01023,-0.004923,6
0.002811,0.001757,-0.028549,0.013766,0.016209,0.014289,5
0.00695,0.00198,0.008121,0.000106,0.005245,0.000774,6
0.007422,-0.00582,-0.008453,-0.022625,-0.007781,0.016784,7
0.004139,0.000749,0.000404,-0.015568,-0.004583,0.013647,7
0.01654,0.038623,0.015505,-0.017001,0.003825,-0.013696,4
-0.014583,0.008342,-0.00819,0.006812,-0.02279,0.014001,7
0.011568,-0.000636,-0.006723,0.014511,0.020831,0.009376,6
-0.011097,0.01328,-0.009358,-0.019189,-0.01003,-0.005948,4
0.059507,-0.022729,-0.026178,0.000743,-0.019059,0.029542,6
0.003169,0.004095,-0.020925,0.026076,0.019456,-0.013196,5
-0.011491,0.012947,-0.014228,-0.006811,0.002787,-0.010328,5
0.004627,0.017286,-0.008405,-0.002075,-0.015876,0.013362,6
-0.002331,0.007683,-0.008091,0.010589,0.031003,0.003956,5
-0.003432,0.008165,-0.005807,0.011034,0.026065,0.008248,5
-0.025825,-0.015419,-0.007337,0.006898,0.010612,-0.009103,7
0.059507,-0.022729,-0.026178,0.000743,-0.019059,0.029542,6
-0.005809,0.009471,0.025219,-0.016457,-0.006557,0.001108,8
-0.003301,0.007529,-0.010788,-0.010348,-0.015791,-0.021212,5
0.006164,0.01462,-0.011434,-0.009017,-0.000868,-0.001708,6
0.010279,-0.000179,0.010665,-0.0125,-0.022483,-0.002444,7
-0.000139,0.00365,-0.004077,0.005253,0.017292,-0.009812,5
-0.001894,0.002941,0.01942,-0.021156,0.012505,0.027459,6
-0.00037,0.004757,0.00363,0.006574,0.033123,0.011111,5
0.010279,-0.000179,0.010665,-0.0125,-0.022483,-0.002444,7
-0.026401,0.001307,0.002984,-0.012914,0.009816,0.013066,6
0.006138,0.010533,0.009773,0.008262,0.005725,0.003471,6
0.011189,0.002314,0.002612,0.006001,-0.002567,-0.016498,5
0.026667,0.040777,0.022591,0.011427,-0.019028,0.027826,6
0.011516,-0.002701,-0.011107,-0.000075,0.015671,0.016614,7
-0.008782,0.02717,0.047714,-0.055029,0.031777,0.026515,3
-0.006348,0.013858,0.003575,-0.003411,-0.010036,-0.004684,6
-0.007027,0.032316,-0.041816,0.001334,-0.001417,-0.01554,4
-0.009174,0.029455,-0.004561,0.020419,-0.002,0.019331,6
0.001172,0.008925,0.001841,0.005089,0.011212,0.015205,5
-0.007363,0.007863,0.000799,-0.005971,-0.004195,-0.000861,6
0.007793,0.000614,-0.025552,-0.008025,-0.004154,0.02466,6
-0.0144,0.026464,-0.000011,0.017333,-0.004972,0.015638,6
-0.009174,0.029455,-0.004561,0.020419,-0.002,0.019331,6
-0.006308,0.022405,0.007492,0.017994,-0.000905,0.005201,6
0.009831,0.019462,0.011304,-0.008468,-0.004562,-0.01779,6
0.004328,0.014406,-0.019626,0.004874,-0.000043,0.019938,5
0.002375,0.00059,-0.008072,0.008769,0.010096,-0.010127,5
0.003322,0.000634,-0.008383,0.009096,0.009072,-0.011388,5
-0.001631,0.015473,0.012803,-0.002028,-0.00759,-0.004875,6
0.035444,0.005039,0.005859,-0.004077,-0.005467,0.016633,5
0.000108,0.026119,-0.001857,0.006121,-0.001238,-0.008225,4
0.003702,0.001665,0.002599,-0.00519,-0.008524,-0.001976,5
-0.001493,0.02779,-0.01798,0.000658,0.001601,-0.006395,6
0.009994,0.006495,-0.000014,0.006049,-0.001035,-0.010698,6
-0.010566,0.004793,-0.012091,0.01207,0.012107,-0.01871,6
-0.00554,0.032668,-0.03221,-0.022829,0.005024,-0.011293,4
0.005911,-0.010998,0.019222,-0.011241,0.007993,-0.033146,6
0.004143,0.037967,-0.004089,-0.000766,-0.007875,0.000519,7
-0.00786,0.015586,0.014532,0.000028,-0.002366,0.004219,8
-0.001026,0.004107,0.009534,-0.020006,0.016119,-0.003109,6
-0.000533,-0.00595,0.003853,-0.003169,-0.019126,0.003238,6
0.021681,0.017715,0.004858,-0.017269,-0.002687,0.031505,6
-0.00029,0.007406,0.003963,-0.013559,-0.013316,0.013646,6
-0.027146,-0.005661,-0.021575,-0.039175,-0.002737,-0.003418,6
0.017459,0.016369,-0.006424,-0.035777,-0.003945,0.028029,6
-0.024081,-0.013667,0.010242,-0.003919,-0.000314,0.008421,5
-0.028404,-0.003168,-0.007251,-0.023129,0.001263,0.005932,6
-0.011649,0.022338,0.000238,-0.01305,-0.011949,0.026771,6
0.002379,-0.010383,-0.002193,0.005066,0.018411,-0.03523,5
-0.000189,0.007007,-0.005228,-0.014106,-0.004275,-0.021144,5
-0.022241,-0.014551,-0.026398,-0.009926,-0.017834,-0.017916,4
0.015668,0.015762,-0.018355,-0.014347,-0.003695,0.001271,6
-0.019285,-0.009796,0.004625,-0.014274,0.029445,-0.012872,5
-0.002015,-0.010967,-0.001097,-0.024577,-0.001945,-0.012721,5
0.015668,0.015762,-0.018355,-0.014347,-0.003695,0.001271,6
-0.004097,0.013411,-0.006995,-0.016987,-0.015047,-0.012415,5
-0.01252,-0.002339,0.012752,-0.001754,0.016408,-0.008145,6
0.007217,0.003092,-0.009056,-0.004208,0.005005,0.008561,6
-0.002933,0.01968,0.011569,-0.000041,-0.005368,0.004346,7
0.014399,0.00101,0.006043,0.00966,0.015094,0.012191,6
0.001604,0.023383,0.010017,-0.023312,-0.001221,-0.006001,7
-0.003841,-0.002413,0.015955,-0.008369,-0.005687,-0.009335,6
-0.022778,-0.012293,-0.034681,-0.034895,-0.016993,-0.017795,5
-0.008755,0.001175,0.007135,-0.006532,0.032342,0.022731,5
-0.007094,0.005127,0.015929,-0.008002,0.017472,0.013147,6
0.000592,0.004748,-0.010331,-0.01755,-0.006917,-0.004037,6
0.03155,0.006003,-0.001618,-0.011663,-0.016053,-0.011864,6
0.001878,0.00912,-0.005761,0.000984,0.026277,0.006947,5
-0.00011,0.006564,-0.00212,0.00271,0.028958,0.004089,5
-0.000696,0.025054,0.002432,-0.020576,0.018453,-0.008697,5
-0.019007,-0.003597,0.01113,-0.013828,0.020904,-0.00158,5
-0.009791,-0.000159,-0.000803,-0.011695,-0.022128,0.008851,7
-0.003929,0.004165,-0.02347,0.011779,-0.004173,0.016059,6
0.004426,0.016736,0.014852,-0.012987,0.010791,-0.015804,6
-0.003929,0.004165,-0.02347,0.011779,-0.004173,0.016059,6
-0.009578,-0.007778,0.003943,-0.009271,-0.001796,-0.007875,6
0.02576,-0.010412,-0.012918,0.006304,-0.037555,0.030968,6
0.037127,0.012601,0.013223,-0.0063,-0.009607,0.00835,5
-0.000989,0.013058,-0.008183,-0.030002,-0.00078,0.003055,5
0.007418,0.038895,-0.003027,0.035104,0.004589,-0.012456,4
-0.015355,-0.009867,-0.00146,-0.036642,-0.008259,0.033994,6
0.002067,0.018723,-0.014084,-0.029535,-0.01566,-0.018536,6
-0.014072,0.018087,0.009026,-0.005813,-0.00845,0.016582,7
-0.007358,-0.000746,-0.009933,-0.012545,-0.022419,0.017501,5
-0.005653,0.034218,-0.033304,-0.023076,0.002922,-0.011735,5
0.00619,0.008492,0.008603,-0.006692,0.009212,-0.026573,5
-0.00576,0.022923,-0.015033,-0.00081,-0.002264,-0.010221,6
0.035854,0.005618,-0.008189,-0.004334,-0.004222,0.014297,5
0.005613,0.00915,0.004291,-0.005315,0.007228,-0.024936,5
0.003866,0.001862,-0.010009,0.01155,0.008587,-0.012716,6
0.004564,-0.004136,0.003521,-0.000737,-0.012149,0.01009,8
0.015872,0.015094,0.008392,0.003122,0.002437,-0.00395,6
-0.00115,-0.00029,-0.011187,-0.009841,0.015715,0.013564,6
0.013274,-0.018767,-0.004593,-0.005394,0.017834,0.011162,6
0.015872,0.015094,0.008392,0.003122,0.002437,-0.00395,6
-0.00115,-0.00029,-0.011187,-0.009841,0.015715,0.013564,6
0.017001,-0.012301,-0.010942,-0.011479,-0.004655,-0.003822,5
0.00138,0.004722,-0.019293,-0.002137,0.001444,-0.025682,5
0.030597,0.018329,-0.006574,-0.042001,-0.007052,0.01842,6
0.017001,-0.012301,-0.010942,-0.011479,-0.004655,-0.003822,5
0.030597,0.018329,-0.006574,-0.042001,-0.007052,0.01842,6
-0.013919,0.013144,-0.004384,0.011318,0.021171,-0.005808,6
0.00138,0.004722,-0.019293,-0.002137,0.001444,-0.025682,5
-0.005122,-0.017826,0.019315,0.013566,-0.0178,-0.000918,6
-0.009001,0.006465,-0.005508,0.000722,-0.007893,-0.012459,6
-0.025515,-0.00938,-0.014552,-0.006586,-0.022842,0.014872,7
0.021318,-0.001645,0.008343,0.00592,-0.028057,0.021008,7
-0.01319,-0.004805,0.003928,-0.026486,0.017861,-0.016485,4
-0.006818,0.003357,0.01969,0.006311,-0.014316,-0.004367,6
-0.024057,0.004451,0.005645,0.009077,-0.012764,0.014176,6
-0.013212,0.014691,-0.017485,0.036524,-0.007473,-0.00006,6
-0.016401,-0.002847,-0.010858,-0.00163,-0.002121,-0.01001,5
-0.025515,-0.00938,-0.014552,-0.006586,-0.022842,0.014872,7
0.009715,0.039622,-0.01175,0.015016,0.005131,0.006313,6
0.015074,-0.005402,-0.005468,0.007993,0.012845,-0.003432,5
0.011224,0.014167,0.006792,-0.01456,-0.01496,-0.024902,5
0.009715,0.039622,-0.01175,0.015016,0.005131,0.006313,6
0.000066,0.000561,-0.013154,0.003099,-0.010829,0.022548,7
0.000066,0.000561,-0.013154,0.003099,-0.010829,0.022548,7
0.010254,-0.006262,-0.010959,0.011857,-0.023982,0.028536,7
0.010254,-0.006262,-0.010959,0.011857,-0.023982,0.028536,7
0.015628,0.023532,0.019758,-0.004732,-0.004748,0.002438,6
0.005395,0.006925,-0.03143,0.009157,0.009578,0.012473,5
-0.002937,0.006236,0.010959,-0.020421,-0.009764,-0.005259,7
0.020922,0.029903,0.002548,0.012527,0.015,0.014804,6
0.00003,-0.012895,-0.005523,-0.00916,0.007057,-0.017441,6
-0.002937,0.006236,0.010959,-0.020421,-0.009764,-0.005259,7
0.001468,-0.001828,0.013718,0.011043,-0.020445,-0.001356,6
0.017615,0.00091,-0.00396,-0.015317,0.004715,0.001679,5
-0.007205,-0.002791,-0.00752,-0.018923,0.021661,0.008617,5
0.017615,0.00091,-0.00396,-0.015317,0.004715,0.001679,5
-0.018714,0.01592,0.000043,0.000648,0.0092,0.00947,7
0.001468,-0.001828,0.013718,0.011043,-0.020445,-0.001356,6
0.01556,0.027221,0.026118,-0.01562,-0.006743,-0.012578,7
0.005222,0.019167,-0.010972,-0.021222,-0.016209,-0.016401,5
0.003438,-0.002419,0.0007,-0.030824,0.007593,0.036145,6
-0.017636,0.031181,-0.039024,-0.026175,-0.002682,0.002753,4
-0.005929,0.032804,-0.036322,-0.002876,-0.000825,-0.013163,5
-0.006934,0.03096,-0.035309,-0.004967,-0.000628,-0.013581,5
0.003438,-0.002419,0.0007,-0.030824,0.007593,0.036145,6
-0.004175,0.000141,0.002955,-0.028472,0.009674,0.02826,6
0.000057,0.007795,0.002204,0.00201,0.020692,0.009621,5
0.009669,0.021558,0.007657,-0.011284,-0.010404,-0.013057,6
0.002104,-0.000545,-0.015378,-0.001065,-0.003215,-0.000109,6
0.024114,0.017219,-0.007336,-0.003882,-0.005046,0.017603,6
0.005563,-0.01666,-0.007072,0.012908,-0.014837,0.020184,6
-0.003416,0.016525,0.006837,0.008153,0.010217,-0.007894,6
0.023649,-0.01847,-0.008915,0.027509,0.013538,-0.003026,5
-0.012792,-0.00569,-0.011516,-0.021404,-0.006495,-0.018187,6
0.013161,0.017596,-0.032681,0.011849,0.015139,0.014866,6
0.020664,0.014103,-0.015819,-0.000385,0.004175,0.015563,5
0.020664,0.014103,-0.015819,-0.000385,0.004175,0.015563,5
0.020664,0.014103,-0.015819,-0.000385,0.004175,0.015563,5
0.015064,0.000957,0.01178,-0.004312,-0.003915,-0.004948,5
-0.010023,-0.006843,0.002819,-0.021916,0.018319,-0.022356,5
0.025716,0.010979,-0.003461,-0.004436,-0.005185,0.011191,5
-0.001971,0.011216,-0.00446,-0.016508,-0.002583,-0.018154,5
0.020514,0.01004,-0.012871,-0.004102,0.004393,0.011185,5
0.037901,-0.013658,0.000785,-0.00974,-0.001219,0.003564,5
0.037901,-0.013658,0.000785,-0.00974,-0.001219,0.003564,5
0.000441,0.001492,-0.009472,0.007858,0.012922,-0.007509,5
-0.012271,-0.014439,-0.015637,-0.010887,0.024556,0.002947,6
0.022821,-0.000735,-0.000606,-0.012418,-0.015954,-0.016609,6
-0.011896,0.003511,0.018137,-0.007279,-0.017542,0.008767,7
-0.006942,-0.010809,-0.047036,-0.026255,-0.00505,0.022723,6
-0.004254,-0.013637,-0.023328,0.010506,-0.00338,-0.007734,5
-0.015845,-0.001485,-0.012957,-0.012413,-0.000217,-0.013532,5
-0.012548,-0.002857,-0.01319,-0.014338,0.021632,0.026313,6
-0.012271,-0.014439,-0.015637,-0.010887,0.024556,0.002947,6
-0.024272,0.009458,0.003771,-0.020499,-0.004965,0.025411,7
-0.017763,-0.016109,-0.007942,0.007215,-0.017678,0.009265,7
0.009953,-0.004049,-0.003413,-0.020953,-0.002019,-0.001063,5
-0.007324,-0.010894,-0.020873,0.003865,-0.019201,0.007478,6
-0.00718,0.01801,-0.024847,-0.00764,0.003811,-0.014156,6
-0.023605,-0.007735,-0.01066,0.02048,-0.002399,0.005612,6
-0.017763,-0.016109,-0.007942,0.007215,-0.017678,0.009265,7
-0.00498,-0.008614,-0.000086,-0.016977,-0.000235,-0.026605,6
0.022147,0.006887,-0.000106,-0.014449,0.006741,0.01338,6
-0.000852,-0.005654,-0.012247,-0.017883,-0.001222,0.018171,7
0.009953,-0.004049,-0.003413,-0.020953,-0.002019,-0.001063,5
0.008577,0.006194,-0.000719,-0.008735,0.003907,-0.016834,5
-0.012628,-0.012081,-0.019203,-0.019035,-0.01062,-0.023565,5
-0.005248,0.006602,-0.017544,0.001355,-0.006733,-0.022205,4
-0.005513,-0.006319,-0.000438,0.005972,0.006809,-0.026817,6
-0.005332,-0.006454,-0.000865,0.006465,0.006528,-0.027362,6
-0.023453,0.004626,-0.006628,0.001868,0.016088,0.002694,5
-0.007255,0.013449,-0.002916,0.011418,0.00002,0.02028,6
-0.005375,0.021958,-0.03474,-0.00633,-0.002115,0.029102,6
-0.047604,0.024323,0.028781,-0.029789,0.046525,0.06733,3
-0.012274,-0.012944,-0.038335,-0.019744,-0.010559,-0.009743,6
-0.004007,-0.002286,-0.026462,0.016993,0.017919,-0.004648,5
-0.002233,0.007124,-0.022889,-0.018611,-0.004692,0.016911,5
-0.005375,0.021958,-0.03474,-0.00633,-0.002115,0.029102,6
-0.005993,0.016861,-0.007771,0.00749,-0.002885,0.007043,7
0.000061,0.001776,0.006175,-0.023642,-0.002258,-0.022538,5
0.003791,-0.007307,-0.005894,-0.002438,0.01504,-0.010607,5
0.012287,0.016931,-0.043585,0.017328,0.014929,0.015135,5
0.012287,0.016931,-0.043585,0.017328,0.014929,0.015135,5
0.010679,0.000414,-0.000263,0.011878,0.015309,0.009625,5
-0.027118,-0.003517,0.00186,0.007608,0.046169,-0.003816,5
-0.004255,0.000197,-0.017776,-0.012011,0.001043,0.005083,6
0.033509,0.009465,0.024159,-0.022084,0.003172,0.003762,6
-0.02724,-0.005649,0.004333,0.01153,0.048389,-0.00465,5
-0.004054,-0.004454,-0.013186,0.01385,0.015109,-0.007182,5
-0.016423,-0.001873,-0.021228,0.01088,-0.025589,0.026341,7
0.009784,-0.001848,-0.027902,0.006939,0.004678,0.028607,5
0.016612,-0.0069,0.001436,-0.016835,-0.002653,-0.021897,6
0.011897,-0.000448,-0.023907,0.011102,0.02039,0.021409,6
-0.025433,-0.012428,-0.033181,-0.010931,0.001611,-0.020259,5
-0.014414,0.011697,-0.035351,-0.029376,-0.002247,-0.015784,5
0.000098,0.012332,-0.015993,-0.01788,-0.009281,-0.024192,5
0.00135,0.002274,0.000124,-0.006731,0.020424,-0.001826,5
0.00833,-0.019726,-0.007388,-0.004002,0.020317,0.003644,6
0.001117,0.008025,-0.012427,-0.015444,0.008323,0.012276,7
0.003015,0.025992,0.007393,-0.024994,-0.002511,-0.007092,6
0.006581,0.029428,0.026611,-0.003058,-0.009888,0.01107,7
-0.007004,0.010964,-0.008516,-0.024096,-0.010903,-0.004178,6
0.006581,0.029428,0.026611,-0.003058,-0.009888,0.01107,7
-0.00193,0.001647,-0.007391,-0.018694,0.009538,-0.011694,5
0.032413,-0.015421,-0.013396,-0.009841,-0.00471,0.003682,5
0.032413,-0.015421,-0.013396,-0.009841,-0.00471,0.003682,5
0.021574,0.039993,0.004388,0.008744,-0.002865,0.004411,5
0.01129,0.016616,-0.014651,-0.024869,-0.002652,-0.010154,6
-0.006142,0.008908,-0.007285,-0.018125,-0.008442,-0.014457,6
0.007176,-0.005656,-0.009624,-0.012089,0.014078,0.013597,6
0.014788,0.005973,-0.014556,-0.003865,0.012395,0.016354,8
0.014788,0.005973,-0.014556,-0.003865,0.012395,0.016354,8
0.014788,0.005973,-0.014556,-0.003865,0.012395,0.016354,8
0.014788,0.005973,-0.014556,-0.003865,0.012395,0.016354,8
0.014788,0.005973,-0.014556,-0.003865,0.012395,0.016354,8
0.028391,0.005638,-0.012245,-0.01838,-0.004956,0.016563,6
-0.004647,0.018778,-0.010234,-0.004855,0.002042,-0.010296,6
-0.00342,0.009064,-0.007565,-0.021481,0.004191,0.015076,5
-0.021031,-0.010974,-0.003275,0.003483,-0.012307,0.005731,7
0.004625,0.005356,-0.005419,0.008284,0.010073,-0.037973,4
0.014788,0.005973,-0.014556,-0.003865,0.012395,0.016354,8
-0.011575,0.014271,-0.013735,0.015333,-0.004811,0.013571,6
0.033325,0.005523,0.004688,-0.014276,0.001612,0.005194,6
0.033325,0.005523,0.004688,-0.014276,0.001612,0.005194,6
0.029342,0.022461,-0.001886,-0.037395,-0.006894,0.007573,6
0.026962,0.000557,-0.021314,0.012404,0.003222,0.009919,6
-0.016826,0.000683,0.011642,-0.015718,0.019102,-0.001301,5
-0.011575,0.014271,-0.013735,0.015333,-0.004811,0.013571,6
-0.000386,0.031264,0.013723,-0.021717,0.000421,0.009689,6
0.033325,0.005523,0.004688,-0.014276,0.001612,0.005194,6
0.029342,0.022461,-0.001886,-0.037395,-0.006894,0.007573,6
0.007345,-0.001461,0.017671,0.003409,0.001678,-0.030057,6
0.012515,0.036366,0.000343,-0.002524,-0.004307,-0.015469,5
-0.002386,-0.003752,-0.0078,-0.010306,-0.029293,0.011393,7
-0.003506,0.002781,0.001613,-0.00507,-0.010035,-0.013907,6
0.012515,0.036366,0.000343,-0.002524,-0.004307,-0.015469,5
-0.005766,0.022167,0.00651,0.002136,-0.000819,0.000177,5
0.028708,-0.012669,0.005374,-0.000198,-0.013751,0.01336,6
-0.009743,-0.016869,-0.029558,-0.015802,-0.031074,0.003686,5
0.007709,-0.01318,0.001129,-0.005678,-0.01423,-0.007381,6
-0.004903,0.016619,-0.008194,0.016828,-0.012279,-0.007176,7
0.028708,-0.012669,0.005374,-0.000198,-0.013751,0.01336,6
-0.000299,0.018067,-0.00639,-0.001149,-0.014172,0.013771,6
-0.011409,0.001832,0.011238,-0.004108,0.016116,-0.007268,6
-0.011409,0.001832,0.011238,-0.004108,0.016116,-0.007268,6
-0.002932,-0.015186,-0.001609,0.0021,-0.000809,-0.033914,5
0.000888,-0.000466,-0.003933,-0.004723,0.022048,0.000856,5
-0.000777,0.016793,-0.017917,0.002635,0.017551,0.006303,6
-0.014257,0.022605,-0.033377,-0.017521,-0.016274,0.001269,6
-0.003077,0.008972,-0.013257,0.002217,-0.003591,0.005254,5
-0.005692,0.000231,0.010268,-0.004989,-0.001649,-0.013401,6
0.022384,0.012331,0.002752,-0.008836,-0.002409,0.014825,5
-0.003127,0.019563,-0.015068,-0.001041,-0.01461,-0.012394,5
-0.017847,-0.00718,-0.023134,-0.027977,-0.009877,-0.017606,5
-0.003077,0.008972,-0.013257,0.002217,-0.003591,0.005254,5
0.014072,-0.006165,0.014655,0.003257,0.012927,-0.030096,5
-0.011897,0.000943,-0.020931,-0.024553,-0.015721,-0.020575,5
0.009059,0.010525,0.0004,0.003894,0.015544,0.014544,6
0.014072,-0.006165,0.014655,0.003257,0.012927,-0.030096,5
0.014034,-0.005261,0.014173,0.002943,0.010092,-0.027825,6
-0.017892,-0.008492,-0.008269,-0.005876,-0.001946,-0.004856,6
0.027897,-0.012463,0.009738,0.012291,-0.004769,-0.00876,6
-0.011897,0.000943,-0.020931,-0.024553,-0.015721,-0.020575,5
0.025155,0.015261,-0.011818,-0.024063,-0.014605,-0.010464,5
0.000698,0.000312,-0.01051,0.009373,0.010992,-0.008366,5
0.002058,-0.000582,-0.009857,0.007779,0.011263,-0.008356,5
0.019796,0.015513,0.00528,0.009335,0.00377,-0.004055,7
0.009608,0.01627,-0.059746,-0.050292,-0.034944,0.003973,3
0.036391,-0.013442,0.000154,-0.008803,0.000177,0.004319,5
0.036391,-0.013442,0.000154,-0.008803,0.000177,0.004319,5
-0.019372,-0.002117,-0.023567,-0.005688,-0.025998,0.007328,5
-0.019372,-0.002117,-0.023567,-0.005688,-0.025998,0.007328,5
-0.013605,0.00095,-0.017928,0.01164,0.005084,-0.001296,6
0.036391,-0.013442,0.000154,-0.008803,0.000177,0.004319,5
0.009566,0.026072,0.004692,0.015521,-0.021095,0.003743,7
-0.009856,0.001453,-0.001559,0.019504,0.034866,-0.022984,5
-0.001516,0.00284,0.0073,-0.005513,-0.006558,-0.015599,6
0.006456,0.018584,0.011188,-0.007855,0.013783,-0.000783,6
-0.00654,0.009912,-0.014852,-0.008698,0.001241,-0.016692,5
-0.00414,0.008579,-0.015094,-0.00279,-0.000738,-0.007154,5
-0.000639,0.024874,-0.011773,0.000844,0.014445,-0.019004,6
0.00927,0.013848,0.00843,-0.005925,0.009994,-0.005049,5
0.005308,0.020275,0.013753,-0.008247,0.012594,0.006001,5
0.0137,0.02852,0.014512,-0.031781,-0.0132,-0.00819,5
0.008683,0.017406,-0.003271,0.002769,0.001027,-0.028521,5
0.007206,0.04166,0.005762,-0.000225,0.003348,-0.001402,6
0.012197,0.00634,-0.007438,-0.003284,-0.013535,-0.009359,4
0.008683,0.017406,-0.003271,0.002769,0.001027,-0.028521,5
0.013354,-0.010684,-0.009553,-0.005392,-0.019736,-0.002938,5
0.009225,-0.009967,-0.012531,-0.002222,-0.012201,0.002153,6
0.001041,0.02519,0.004086,-0.031929,0.003183,-0.006452,6
0.001041,0.02519,0.004086,-0.031929,0.003183,-0.006452,6
-0.011184,0.015313,-0.008564,-0.030704,0.010428,-0.005318,6
0.001041,0.02519,0.004086,-0.031929,0.003183,-0.006452,6
-0.001493,0.002409,-0.003172,-0.008962,0.014602,0.006562,5
0.012073,-0.028393,-0.01934,0.018506,0.006201,-0.002336,5
0.012073,-0.028393,-0.01934,0.018506,0.006201,-0.002336,5
0.022138,0.020206,-0.009268,-0.027941,-0.010731,-0.003539,5
0.010926,0.002089,-0.016275,0.013286,0.005722,-0.027065,5
0.021146,0.020332,0.025999,-0.002998,-0.005839,0.001825,5
0.026035,0.000796,0.001059,-0.000496,-0.002961,-0.002345,5
-0.008577,-0.001007,0.003163,0.005962,-0.021805,-0.004788,6
0.015302,0.015185,-0.017711,0.037058,0.024295,-0.001839,5
-0.008466,-0.008251,0.005028,-0.000301,0.028382,-0.025319,5
0.021146,0.020332,0.025999,-0.002998,-0.005839,0.001825,5
0.010926,0.002089,-0.016275,0.013286,0.005722,-0.027065,5
0.016769,0.017453,-0.034376,0.002958,0.00474,0.018402,5
0.005812,-0.000113,-0.007494,-0.022199,-0.008643,0.012243,6
0.021053,0.00116,0.014551,-0.037257,0.004391,0.017093,6
0.033127,-0.016861,0.005924,-0.00948,0.0026,0.003147,5
0.004346,0.003798,-0.006197,-0.016172,0.009123,0.016099,6
0.033127,-0.016861,0.005924,-0.00948,0.0026,0.003147,5
-0.006885,0.012734,-0.004735,-0.012821,-0.008258,-0.009588,5
0.003179,0.016303,0.008047,0.014613,-0.01768,-0.003317,6
-0.004498,0.014972,-0.017159,-0.007086,-0.006841,-0.01697,4
0.003049,-0.016242,-0.00553,-0.004091,0.017853,0.000817,5
-0.007658,0.002779,0.001143,-0.01287,-0.022504,0.011383,7
0.003049,-0.016242,-0.00553,-0.004091,0.017853,0.000817,5
-0.007658,0.002779,0.001143,-0.01287,-0.022504,0.011383,7
0.012077,-0.009187,0.004785,0.013798,0.006724,0.008271,5
0.026263,0.008745,-0.006705,0.0163,0.00259,-0.004954,5
-0.018207,0.072479,-0.044208,0.017059,0.026333,0.022199,5
0.007682,0.011491,0.015561,-0.000839,0.01672,-0.019354,6
-0.002649,0.019177,-0.003218,0.007874,-0.005711,-0.008025,5
0.031527,-0.003383,0.003995,-0.012747,-0.007126,0.015686,6
0.031527,-0.003383,0.003995,-0.012747,-0.007126,0.015686,6
-0.018714,0.020567,-0.024729,0.007822,-0.013071,0.007372,6
0.0043,-0.002985,0.008159,-0.008174,-0.007023,0.001558,6
0.003535,0.012519,-0.006046,-0.013228,-0.014835,0.002485,6
0.018259,-0.022135,-0.019064,0.004394,-0.003019,-0.01401,5
0.030898,-0.00689,-0.005643,-0.018948,-0.016534,0.002564,5
0.007714,-0.008079,-0.004476,-0.019365,0.013853,0.016503,5
0.010774,0.012423,0.016407,-0.004167,-0.021298,-0.012831,7
0.006058,-0.000089,-0.005076,-0.028159,-0.007453,0.015772,6
0.020978,0.007579,0.005969,-0.020238,-0.009328,-0.015544,6
0.02086,-0.014454,-0.009506,0.024143,-0.010258,0.006943,5
0.018259,-0.022135,-0.019064,0.004394,-0.003019,-0.01401,5
-0.014712,-0.004317,0.006547,-0.005062,-0.014019,0.006049,6
0.030898,-0.00689,-0.005643,-0.018948,-0.016534,0.002564,5
-0.00324,-0.005406,-0.000843,-0.007271,-0.007952,-0.021409,6
-0.000223,0.005069,-0.000132,-0.019417,-0.008147,-0.018013,6
0.000328,0.025232,-0.037768,-0.019874,-0.013144,0.014573,4
-0.000712,0.010869,-0.019715,0.00728,-0.004155,0.012222,5
0.013456,0.026915,0.013356,-0.024725,-0.017642,-0.015129,6
-0.003958,-0.006234,0.007235,0.010095,-0.021993,-0.016043,4
0.021895,0.002754,0.016367,0.006727,-0.014149,0.000885,6
-0.008114,-0.008705,0.01015,-0.004502,-0.021435,0.002634,7
-0.022865,-0.001756,-0.047668,-0.028372,0.00051,-0.014706,6
-0.018735,-0.009125,-0.015433,-0.018175,-0.021185,0.008538,6
-0.002953,0.016588,-0.016218,0.013399,0.013022,-0.021751,5
0.011898,0.012999,-0.016805,0.007364,0.0145,0.015466,7
0.011898,0.012999,-0.016805,0.007364,0.0145,0.015466,7
0.015374,-0.002583,-0.011096,0.004134,0.000774,-0.02233,5
0.024932,-0.006848,-0.011377,-0.010264,-0.002406,0.012283,5
0.011898,0.012999,-0.016805,0.007364,0.0145,0.015466,7
0.015374,-0.002583,-0.011096,0.004134,0.000774,-0.02233,5
