@relation 'german_credit-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R18,38,62_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A59-N200-T1.0E-4'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Source_30 numeric
@attribute Source_31 numeric
@attribute Source_32 numeric
@attribute Source_33 numeric
@attribute Source_34 numeric
@attribute Source_35 numeric
@attribute Source_36 numeric
@attribute Source_37 numeric
@attribute Source_38 numeric
@attribute Source_39 numeric
@attribute Source_40 numeric
@attribute Source_41 numeric
@attribute Source_42 numeric
@attribute Source_43 numeric
@attribute Source_44 numeric
@attribute Source_45 numeric
@attribute Source_46 numeric
@attribute Source_47 numeric
@attribute Source_48 numeric
@attribute Source_49 numeric
@attribute Source_50 numeric
@attribute Source_51 numeric
@attribute Source_52 numeric
@attribute Source_53 numeric
@attribute Source_54 numeric
@attribute Source_55 numeric
@attribute Source_56 numeric
@attribute Source_57 numeric
@attribute Source_58 numeric
@attribute class {good,bad}

@data
-0.016821,0.039805,0.031817,0.021798,-0.034676,-0.046672,0.046214,0.010739,-0.006626,-0.06229,-0.030007,0.046357,-0.003915,0.016993,-0.026584,0.026459,0.016929,0.051374,0.075532,0.0009,-0.045553,0.011349,-0.023273,0.031611,0.01292,-0.019637,0.033591,0.024342,-0.013184,-0.012619,0.00848,0.018121,0.002721,-0.054246,-0.00358,-0.033835,0.045439,-0.057667,-0.00711,0.011686,0.024029,0.03238,0.023375,0.005986,-0.09362,0.030616,0.015311,0.001223,-0.008832,0.044277,0.026489,0.031006,-0.035107,0.001502,-0.013835,0.037053,0.005173,0.037516,0.002754,good
0.004419,0.019847,-0.022138,0.012521,-0.019478,0.004964,0.019115,-0.01514,0.03085,-0.020298,-0.031716,-0.004791,0.044913,-0.028173,0.045316,-0.070587,0.008262,0.000593,-0.05313,0.005661,-0.028341,0.008907,0.062359,-0.07276,0.003154,-0.027572,0.037375,0.035451,-0.035706,-0.014599,-0.007618,-0.003913,-0.00561,-0.013536,-0.065607,-0.007438,0.046873,0.047802,-0.025542,-0.009432,0.001385,-0.035003,0.018004,-0.009944,0.022835,-0.028711,-0.020212,0.024142,-0.022503,-0.014073,0.011353,0.017822,-0.002094,-0.064904,-0.020244,-0.014949,-0.018386,-0.00472,0.011055,good
0.000635,-0.004812,0.015032,-0.008231,0.021416,0.024251,-0.012868,-0.022708,0.053067,0.042935,-0.062966,0.003327,0.01879,-0.038427,0.008817,0.036286,0.012534,0.032087,0.027803,0.032303,0.005777,0.025997,0.025189,-0.030767,-0.042988,0.002519,-0.014016,0.005727,-0.014252,-0.011547,0.00502,-0.015144,-0.013575,-0.01085,-0.022241,-0.002799,-0.040072,0.021069,-0.002227,0.036528,0.038219,-0.027679,0.021422,0.049626,-0.002555,0.044715,-0.05842,-0.014585,0.0107,-0.021458,-0.013916,0.000671,-0.057981,0.02787,-0.000408,-0.043635,-0.067458,-0.010335,0.026436,good
-0.00022,-0.000042,-0.002264,-0.034724,0.022216,-0.016849,-0.006587,0.026232,0.005217,0.062382,-0.041885,-0.032027,0.016178,0.035814,0.029446,0.05863,0.028441,-0.033848,0.011964,-0.006198,0.030836,0.024191,0.050287,-0.016657,-0.00648,0.009558,-0.009125,0.016737,-0.025651,-0.001189,0.016858,-0.045075,0.010402,-0.005639,0.004173,0.014666,-0.021149,0.039191,-0.026515,-0.037961,0.024603,-0.02255,0.028956,-0.014671,0.0064,0.028346,0.016746,-0.003266,-0.015888,-0.014041,0.002122,-0.033278,0.010133,0.016442,-0.03205,-0.013796,0.005855,-0.012471,-0.029787,good
-0.024268,-0.021221,-0.020636,-0.029719,0.02301,-0.006107,0.001836,-0.002333,0.001799,-0.007931,-0.002822,-0.027938,0.001774,0.03679,0.03323,0.02207,0.007567,-0.041904,0.010133,-0.008243,0.038954,0.008566,-0.001288,0.004156,-0.012095,0.024755,-0.024018,0.003981,0.011489,0.005059,0.005563,0.010162,0.024715,-0.016198,-0.010887,0.033129,0.006348,-0.011224,-0.003932,-0.0025,0.016333,-0.010831,0.022608,-0.039818,0.004447,0.019374,0.019431,-0.003266,-0.016132,-0.033389,0.011644,-0.007216,0.03329,-0.001869,-0.039924,0.009764,0.020869,-0.004414,-0.026735,bad
-0.021948,-0.020742,-0.025068,0.035348,0.023674,0.024251,0.010204,0.000485,-0.025791,0.024136,-0.012184,0.045991,-0.010263,-0.015478,-0.001559,-0.022369,-0.026894,0.022077,-0.012114,0.039536,0.014139,0.01086,-0.036152,0.040339,0.045146,0.003556,-0.027444,-0.020335,0.009705,0.003002,0.031932,0.018975,-0.028254,0.003981,-0.021676,0.021951,-0.007204,-0.020313,-0.014312,0.011198,0.019207,0.002595,-0.052797,0.013127,-0.007926,0.003272,-0.026682,-0.018979,0.012531,-0.040074,-0.023437,0.021851,0.00729,-0.011925,0.014668,-0.040095,-0.023147,-0.024251,-0.014946,good
0.050806,-0.053518,0.01021,-0.014334,0.020378,-0.003032,0.002757,-0.032474,0.015591,-0.018101,-0.00779,-0.022796,-0.038095,-0.013769,0.03909,-0.00296,0.042258,0.074323,0.016938,0.035019,0.051859,-0.024784,-0.054096,-0.02033,-0.043721,-0.011581,-0.022683,0.027516,0.006775,-0.000904,0.023655,0.026787,0.04099,-0.025865,-0.02569,-0.004233,0.005705,-0.033741,0.034272,0.019011,-0.005329,-0.048187,0.021178,-0.012874,0.058236,0.023047,-0.014108,-0.00839,0.096027,-0.01505,0.023193,0.032898,-0.013176,0.00077,-0.048076,-0.01031,0.03801,-0.001058,0.022163,good
-0.022803,-0.012493,-0.025885,-0.025446,0.000426,-0.018497,-0.010249,0.029894,-0.019075,0.010624,-0.026015,0.050492,0.007633,0.015062,0.016995,0.028052,0.009154,-0.030674,0.034547,0.005917,0.033704,0.01296,-0.046454,0.021857,0.019155,-0.03689,-0.013642,0.015822,0.000258,-0.006903,0.002351,0.012359,0.00381,-0.037011,-0.011482,0.021533,0.01651,-0.029535,-0.021266,-0.02667,0.041602,0.054598,0.012354,-0.071678,-0.055611,0.031581,0.024192,-0.051759,-0.042499,-0.04816,0.020677,0.025315,-0.018792,0.030358,-0.007941,0.03491,0.051265,-0.017353,0.034056,good
0.012082,0.005179,0.04931,0.030268,0.002545,-0.020561,0.066184,-0.014472,0.009556,-0.086312,0.043466,0.024559,0.040393,-0.002642,-0.019067,0.005069,-0.017668,0.026097,-0.028779,-0.008416,-0.020722,0.020266,-0.009617,0.00588,-0.031534,0.000871,-0.004815,-0.007664,0.000815,-0.038683,0.031189,-0.017817,0.040759,-0.050373,-0.012449,0.038797,-0.032333,-0.009299,0.033083,-0.012482,-0.020368,0.009077,-0.041,0.014636,0.064909,0.027826,-0.023625,0.007036,0.055298,0.05706,0.04664,0.015092,0.016182,-0.027687,0.065776,-0.00982,0.005175,-0.01439,-0.05103,good
-0.050391,0.000507,-0.021856,-0.02386,-0.005555,0.005612,-0.02917,0.00255,0.010832,0.005497,-0.028701,0.015031,0.084293,0.002366,0.024441,-0.027368,0.014891,-0.045322,0.007692,0.023129,-0.033068,0.024191,0.041315,-0.004389,0.007436,-0.025049,0.030792,0.041701,-0.03148,-0.001532,0.009835,0.006134,0.012569,0.004859,-0.021385,0.014758,0.005859,0.083503,0.018651,-0.00665,-0.003686,0.00577,0.015772,-0.028465,-0.037545,-0.010167,-0.02134,-0.008882,-0.039692,-0.046573,0.005784,-0.029677,-0.003942,0.010582,-0.027717,-0.002443,-0.011113,0.033428,-0.019899,good
0.03457,-0.024883,-0.037359,-0.037165,0.053283,-0.021549,-0.031367,0.001329,0.057707,-0.033566,-0.063125,-0.033736,-0.012874,-0.019851,-0.006809,0.002905,-0.059205,0.065518,0.008424,0.051694,-0.021593,-0.043192,-0.03327,-0.010492,-0.028208,-0.038111,0.027618,0.011671,0.014663,-0.013617,0.017953,-0.024994,-0.033329,0.068152,-0.034813,-0.01814,-0.017456,0.00904,0.043798,0.006045,-0.081872,0.013583,0.074854,-0.026817,0.055717,-0.046056,-0.015359,-0.035005,-0.024311,-0.030948,0.037034,-0.006484,-0.070653,0.019127,-0.021735,-0.000002,-0.036504,-0.027852,-0.001589,good
0.053369,0.018626,-0.037702,-0.001395,-0.020821,-0.018962,0.001781,-0.00806,0.009121,0.004849,0.008323,-0.029632,0.010001,-0.021826,-0.035129,0.096833,-0.019204,-0.081195,-0.034697,0.030716,-0.060141,-0.036503,0.046185,0.050531,-0.027363,-0.014571,0.080222,0.004262,-0.00473,0.025929,0.004165,-0.024909,-0.039942,-0.008897,0.037085,-0.019157,-0.019808,0.030834,-0.016875,-0.007906,0.012829,0.007477,-0.00641,0.013494,-0.026969,-0.004113,0.028982,-0.059751,-0.004437,0.0386,0.011475,-0.019348,-0.024595,-0.079552,0.00301,-0.070979,-0.006912,-0.05721,-0.020928,good
-0.024512,-0.02293,-0.032476,-0.0357,0.02008,-0.025455,0.016485,0.016954,0.022551,-0.012814,-0.001601,-0.018355,-0.006527,0.027024,0.03909,0.016577,0.010863,-0.022373,-0.026732,0.022397,0.032118,0.003683,-0.002264,-0.012445,-0.003794,0.025366,-0.014374,-0.002977,0.004897,0.020807,0.013253,0.012115,-0.020756,0.003943,-0.018211,0.029712,-0.005005,-0.014398,-0.028956,-0.022763,0.002112,-0.049894,0.013575,-0.05294,0.017631,-0.012852,0.004172,-0.010591,-0.004291,0.003232,0.027269,-0.005508,0.016261,-0.029457,-0.045173,-0.006838,0.009395,-0.01418,-0.015261,bad
0.037499,0.040181,-0.051441,0.008827,-0.052476,-0.013728,0.111686,0.022022,-0.000411,-0.016877,-0.003302,0.031984,-0.007577,0.049526,-0.040267,-0.015535,0.001181,-0.001829,0.099846,0.015072,0.029732,0.036421,-0.024789,0.040059,0.052643,-0.011543,0.013115,0.048933,0.052366,0.054794,-0.088971,-0.019046,-0.027714,-0.059066,-0.001591,0.020675,-0.105382,-0.004032,0.05449,-0.040418,0.029573,0.037438,-0.056177,-0.022705,0.102974,0.042955,0.018941,-0.020479,0.021297,0.01366,0.078128,0.012122,-0.053551,-0.024017,-0.04345,0.032396,0.082347,0.022131,0.03774,good
0.007349,0.020945,0.050371,0.049142,0.000847,-0.048198,0.015209,-0.012942,0.018521,-0.052768,0.032005,-0.003509,0.032706,-0.023535,0.004422,0.028534,0.010215,-0.012103,0.00229,-0.024185,0.006693,0.000606,-0.033954,0.01214,0.007549,0.018327,0.036887,0.031422,0.000427,-0.003589,-0.002468,0.068902,0.035924,-0.039293,0.033637,-0.016929,0.030485,-0.041309,0.050141,0.019011,0.032024,-0.002288,-0.002016,0.029119,0.004525,0.025977,-0.005075,0.002841,0.01839,0.042079,0.000244,-0.044983,-0.006706,-0.017785,-0.001445,0.036565,-0.004226,-0.011068,-0.033989,good
0.014795,-0.001019,0.018549,0.01093,0.033141,0.012997,-0.021723,-0.019911,-0.023958,0.02161,0.001328,0.061235,-0.030941,-0.044509,-0.001071,-0.015283,0.030211,-0.015537,0.014283,0.022641,0.024183,-0.027567,-0.014959,-0.003534,0.069448,0.00559,-0.049653,-0.027635,-0.02855,-0.01081,0.009736,0.031524,0.000454,0.011573,-0.018562,-0.008313,0.001129,0.018317,0.010839,0.013858,0.025488,0.0087,-0.038671,0.000466,-0.013863,0.004482,-0.016946,-0.017579,0.003521,0.002621,0.009935,0.003587,0.002814,0.054039,0.003289,-0.012453,-0.010747,0.019756,0.007933,good
-0.046118,0.026072,0.150225,0.006418,0.02404,0.055806,-0.041188,-0.106204,0.028775,0.046841,0.047142,-0.015716,-0.011728,0.004297,-0.036349,-0.012603,0.044212,0.077741,0.035249,-0.048965,0.017191,-0.011112,-0.008686,0.05633,0.028545,-0.032699,0.047141,-0.010448,0.003357,0.090161,-0.027676,0.084038,-0.053553,-0.031358,-0.035699,-0.010581,0.040617,0.00288,-0.048492,0.0278,0.00346,0.103669,-0.03766,-0.018611,-0.022575,-0.015771,0.018851,0.058017,0.037311,0.027187,0.059815,-0.013489,0.026497,-0.012902,0.088154,0.032903,0.036057,-0.052572,-0.014702,good
0.012353,-0.010915,0.037981,0.056222,-0.024971,0.012776,-0.055836,-0.018802,-0.018711,-0.082065,0.031761,-0.024261,-0.008554,0.018213,0.003934,0.034333,-0.066323,0.057477,-0.032744,-0.013962,-0.012289,0.006466,0.032025,-0.083502,-0.011738,-0.027267,0.037741,0.003285,-0.007904,-0.014355,-0.01677,0.007317,0.063573,-0.046007,0.06565,-0.057609,-0.030062,-0.019947,0.003632,-0.007906,0.000377,0.013337,-0.00934,0.038396,0.004281,-0.019738,-0.043283,-0.013364,-0.047894,0.038112,0.056397,0.014343,0.015566,-0.00631,-0.01408,-0.051448,0.014085,0.006266,-0.055107,good
-0.003272,0.000019,0.030268,-0.016535,-0.022889,-0.019779,-0.069209,-0.007216,-0.028475,0.04993,0.031602,-0.009871,0.01154,0.037523,-0.043186,-0.038476,0.010741,-0.036533,-0.025512,-0.047183,0.037,0.024679,-0.024725,0.02857,0.039174,-0.015406,-0.064667,-0.003588,-0.012925,0.02044,-0.007194,0.0336,-0.028996,0.009864,0.001564,-0.037488,0.010559,0.01026,0.00913,0.002627,-0.006616,0.013583,-0.015478,-0.017234,-0.018502,-0.000157,-0.031594,-0.038911,0.072369,-0.017032,0.006761,-0.045058,-0.017125,0.049156,0.028924,0.007811,-0.024541,-0.004902,-0.003786,good
-0.03794,-0.035748,-0.025518,-0.022151,-0.02411,0.013669,-0.026484,-0.000868,0.024504,-0.030636,-0.040176,-0.000106,-0.001644,0.034105,0.018582,-0.042017,-0.017701,-0.021396,0.007936,0.002255,0.014784,0.017843,-0.025946,-0.047357,-0.005748,0.052954,-0.029511,-0.024828,0.025161,0.040948,0.024178,0.023956,0.012935,0.00846,-0.02285,-0.014417,-0.014526,-0.033441,0.012426,0.009707,0.030982,0.000887,0.019922,-0.028465,-0.008736,0.011073,-0.027566,-0.006684,-0.044208,0.000546,0.014085,-0.04042,0.045863,-0.012367,-0.034065,-0.049318,0.079463,0.033184,0.012083,bad
-0.008154,-0.0117,-0.00794,-0.001887,0.029113,0.022458,0.009405,0.023302,0.04135,-0.041134,-0.015273,0.015763,-0.017757,-0.008864,-0.045139,0.008399,-0.045228,0.012783,0.003297,-0.005924,0.011854,0.014913,0.00213,0.01734,0.022085,0.012304,-0.020722,-0.021288,0.008559,-0.007148,0.009164,0.016388,-0.020329,0.055762,-0.075828,0.012805,-0.022034,-0.030511,0.024755,0.064639,0.020728,0.045321,0.036768,0.01194,-0.016061,-0.00797,0.048484,0.026031,-0.054951,-0.014346,0.017015,-0.014052,-0.032994,0.024498,-0.016975,-0.027346,-0.049199,0.039531,-0.033815,good
0.007593,0.006297,-0.043501,-0.019217,-0.031624,0.030415,0.006175,-0.005618,0.049038,0.033657,0.057396,-0.031829,-0.034677,0.009668,-0.061008,-0.021392,-0.011086,0.018171,0.005464,0.025864,-0.045553,-0.02869,-0.05849,0.034845,-0.012471,0.015641,0.010032,0.002125,-0.038147,-0.008228,0.074436,0.038506,-0.015589,-0.011339,0.006049,-0.017844,-0.008639,-0.025684,0.006318,-0.067903,-0.019001,0.012849,-0.027895,0.028264,-0.035758,0.023291,0.010184,0.010898,0.012287,-0.025059,-0.050537,0.011169,-0.028068,-0.008996,0.000264,0.005559,-0.025955,0.04362,0.020943,bad
-0.024878,-0.002431,-0.00688,-0.015433,0.005852,0.026936,0.012401,-0.015384,0.009854,-0.042515,0.02346,0.051362,-0.001962,0.011622,0.018704,-0.01358,0.019492,0.013288,-0.000396,-0.00795,-0.005636,0.000606,0.012799,0.027643,0.007549,0.035661,-0.038552,-0.03474,0.007263,-0.000416,0.021923,0.021661,0.011052,-0.007493,-0.03486,0.014687,0.002378,-0.030079,0.007172,0.042448,0.054363,0.019684,-0.037172,-0.041316,0.001351,-0.004785,-0.03132,0.050845,0.005084,-0.014439,-0.020019,0.005493,-0.015171,-0.02047,-0.015117,-0.013728,-0.034866,0.017008,0.007759,good
0.010889,-0.044231,-0.014288,-0.009577,-0.010072,-0.005313,-0.017817,-0.012098,-0.002718,-0.002316,0.00499,0.017533,-0.026058,0.019944,-0.011325,0.035376,0.074034,-0.042881,0.062867,-0.023624,0.019056,-0.006083,-0.012518,-0.006708,0.027456,-0.030542,-0.026826,0.030958,-0.035875,-0.008612,-0.022124,0.002838,0.025173,0.05149,0.039543,0.011584,0.009613,-0.022943,-0.020045,0.089053,-0.017969,-0.006437,-0.002539,0.031349,0.000053,0.05331,0.07717,-0.021974,-0.018207,-0.062076,0.021165,-0.009353,0.081183,0.005944,0.036492,0.003172,0.040034,0.00169,0.036741,bad
-0.007178,0.023753,0.006243,0.028878,-0.054756,0.058919,-0.039235,0.013425,-0.030918,-0.056675,-0.057106,0.023347,0.019766,0.011377,-0.020969,-0.06137,-0.016518,0.022321,0.064912,-0.035446,-0.024008,-0.020878,0.035931,-0.010748,0.033183,0.024491,0.052878,-0.051891,-0.016205,0.0219,0.035904,-0.063483,0.054418,0.005263,0.043677,-0.019279,-0.036532,-0.068287,0.02414,0.036039,0.002331,-0.014007,0.024352,0.00446,-0.045524,-0.056848,-0.059396,0.04816,-0.074261,0.01321,-0.02124,-0.060364,-0.024778,0.02494,-0.008953,-0.040706,0.009202,-0.022054,0.076729,bad
0.000879,-0.048199,-0.022344,-0.055598,0.00714,0.036862,-0.000361,-0.011122,0.022551,-0.022335,0.040879,-0.039657,0.002262,0.005784,0.046902,-0.000879,0.002501,-0.021885,0.017945,-0.016544,0.046034,-0.02659,0.008722,-0.000238,-0.032115,0.048071,-0.022431,-0.012987,-0.037339,-0.009589,0.010445,-0.012787,0.019649,-0.020654,-0.012596,-0.001172,0.021484,-0.037835,0.020482,-0.038877,0.005591,0.021883,-0.028662,0.012917,-0.003365,0.02914,0.017722,-0.003266,-0.049213,0.011777,0.032152,0.02794,0.041346,-0.020179,-0.04676,0.05615,0.012569,0.014141,0.005736,good
0.019678,-0.035809,-0.004522,-0.044245,-0.023011,0.036923,0.011724,-0.019667,-0.018099,-0.004757,-0.00331,-0.049605,-0.014339,0.04973,-0.037448,-0.001367,0.007628,0.003018,0.018434,-0.02399,0.031751,0.011984,0.0263,0.019903,0.022573,-0.018946,-0.019135,-0.009203,0.014418,0.00921,-0.015838,-0.019623,0.001674,0.015723,-0.010261,-0.048902,0.068451,0.018805,0.012426,-0.053525,-0.006738,-0.022062,0.028956,0.01487,-0.03486,0.041347,0.027732,-0.047853,0.050762,0.006772,0.090989,-0.020339,0.004279,0.005211,-0.006477,-0.013918,0.052241,0.000225,-0.029177,good
-0.010989,0.030387,0.036676,-0.03565,0.017499,-0.044548,0.045921,-0.046211,-0.001919,0.021598,-0.033438,-0.023842,0.02843,-0.017778,0.007667,0.037113,0.031038,-0.022975,-0.004975,-0.026269,-0.056427,-0.002195,0.034878,-0.027018,-0.037638,-0.017134,0.009345,-0.019322,-0.019357,-0.008066,0.007125,-0.022455,-0.044476,0.006512,-0.004774,0.013498,-0.0074,0.013528,-0.036375,-0.028046,0.063647,-0.012896,-0.044907,0.028003,0.023405,-0.039129,-0.003239,0.02083,0.004151,0.071159,0.019784,0.006486,0.002699,-0.010842,-0.004964,-0.028497,-0.025953,0.008315,-0.017949,good
0.026758,-0.023724,0.024164,0.013616,-0.019105,0.026181,-0.012202,-0.000135,-0.006624,0.008671,0.017442,-0.025191,-0.034359,0.025804,0.010647,-0.002344,0.018615,0.005459,-0.006225,-0.01337,0.018812,-0.02659,-0.004217,0.02503,0.016713,0.026342,-0.037812,0.01631,0.011,-0.022773,-0.002776,0.012359,0.019558,0.019995,0.030998,-0.058057,-0.004974,0.012702,0.02036,-0.018857,0.048438,-0.044523,-0.001318,-0.022972,0.006644,0.00204,0.048118,-0.034669,0.025127,-0.009097,0.005052,0.002854,-0.009393,0.040367,-0.029426,0.024656,0.065913,0.000225,0.00305,good
0.080713,0.004954,-0.028425,0.004953,-0.044502,-0.006023,-0.05779,-0.019778,0.084317,0.045864,0.011253,-0.037933,-0.035898,0.011377,-0.056125,0.053376,0.035483,0.02818,-0.033721,0.02095,0.02482,0.014278,-0.00069,0.026117,-0.044942,-0.009688,0.018698,-0.008922,-0.048431,0.005055,0.017074,-0.028816,-0.009303,-0.033311,0.057288,0.030282,-0.00516,-0.022877,0.002167,-0.019136,0.000377,-0.014007,-0.075258,0.007634,-0.042594,0.045691,0.022147,0.03876,-0.026898,0.008815,-0.075439,0.007751,0.008822,-0.023888,0.007893,0.054021,-0.059646,0.052165,0.043526,bad
-0.009009,-0.024526,-0.001631,0.040475,0.039299,0.027913,-0.004933,0.026364,0.019619,-0.010288,-0.016091,0.003998,0.003409,0.041651,-0.016696,-0.004547,-0.072793,0.023053,-0.047271,-0.010269,-0.000753,0.002071,-0.005878,0.060114,0.02415,-0.016952,-0.006082,-0.018993,0.020935,-0.018726,0.002758,-0.026557,0.022344,0.047072,-0.026803,-0.005576,0.023924,-0.027149,0.002534,0.02194,0.036297,0.054352,-0.014955,0.013738,0.023324,-0.033105,0.050223,0.010318,-0.04057,-0.035435,-0.030762,0.036011,-0.057651,-0.012414,-0.033184,0.008733,0.016404,-0.040365,-0.03936,good
-0.038455,0.013114,0.000116,0.035029,-0.001971,-0.000847,-0.022317,-0.022773,0.017613,-0.03724,-0.018057,-0.029274,0.011585,-0.01021,-0.026147,-0.001278,-0.014678,0.024144,0.013214,0.026741,-0.012177,-0.019285,-0.047215,0.010152,0.052939,0.011857,-0.052545,0.050563,0.021934,-0.052232,0.011852,0.013739,0.002551,-0.019916,0.009523,-0.00582,-0.017135,-0.012229,0.049928,-0.04947,0.020709,-0.008013,-0.035629,-0.013989,0.029508,-0.012091,-0.00861,-0.006636,0.067383,0.040825,-0.038077,0.008623,0.023689,-0.025978,-0.007222,-0.020318,-0.020948,-0.005601,-0.050542,bad
-0.00669,0.016437,0.015375,-0.020808,0.045593,-0.000675,0.000493,-0.016249,-0.024202,0.048221,0.008653,0.023149,0.002751,0.030931,0.013333,0.008887,0.006285,0.010342,0.006715,0.013119,-0.020251,-0.006083,-0.00495,0.004278,0.055776,-0.007593,-0.02707,-0.01494,-0.03441,-0.019355,0.0159,-0.015229,0.022853,0.001929,-0.006599,0.00719,0.041779,0.045172,-0.000147,-0.003232,0.012793,0.009188,-0.033544,-0.02285,-0.002877,0.019862,-0.019998,-0.014405,-0.016254,-0.007877,0.021653,0.007737,0.006354,0.031823,0.003777,-0.006106,-0.001958,0.010234,-0.004518,good
0.000729,0.042349,0.017633,0.017573,-0.022296,0.092903,0.002952,-0.008125,-0.029262,-0.057504,0.014414,-0.048988,-0.007702,-0.076372,-0.008935,0.013187,-0.045134,0.066869,0.003814,-0.011132,0.01535,-0.006101,0.071987,-0.000651,0.001425,-0.027876,0.055243,-0.020299,0.025321,-0.084726,0.024124,-0.053705,0.012653,-0.020343,0.050219,0.014963,-0.035598,-0.055808,0.039797,-0.014374,0.006518,-0.055865,-0.003891,-0.002026,0.069303,-0.031805,-0.041325,0.028764,0.013917,0.074089,0.067148,0.027727,-0.001971,0.003807,0.043864,-0.031426,-0.057691,-0.015122,0.048457,bad
0.032739,0.032786,0.084551,0.034005,-0.077339,0.000813,0.005443,-0.003421,-0.04581,0.007534,0.026878,0.011811,-0.070322,-0.001806,-0.022555,0.01706,-0.080605,-0.030657,-0.029692,-0.029617,0.006327,-0.012577,-0.006,-0.023443,0.005107,-0.031478,0.019309,-0.039745,0.013367,-0.071544,-0.04311,0.100335,0.100469,0.057997,-0.018487,-0.013663,0.031614,-0.00835,-0.062164,-0.093904,0.071941,-0.027191,0.003844,0.026677,0.029671,0.009375,0.000784,0.008761,-0.048382,0.046962,-0.038696,0.021728,0.078198,-0.086388,0.021992,0.069036,0.018723,0.019694,-0.023613,good
0.033349,-0.003399,0.013788,-0.021662,0.003722,-0.018314,0.042119,0.025255,-0.040193,-0.013302,0.012803,-0.016951,0.072575,-0.023268,0.055935,0.048071,0.050963,-0.016025,0.035279,0.013608,0.010145,0.011495,-0.026312,0.027106,-0.011119,0.068212,0.001739,-0.016161,-0.015367,0.025811,0.002694,-0.008637,0.018428,0.022742,-0.045311,-0.018445,0.014282,0.008795,0.045629,0.011904,-0.004175,0.037997,-0.019873,-0.032982,-0.006783,0.047939,0.014793,-0.003755,0.012188,0.025693,0.048265,-0.022841,0.002894,0.008385,0.066521,-0.05176,0.033565,0.02293,0.01013,bad
-0.054419,-0.023244,-0.006391,0.032541,-0.008919,-0.021831,0.004466,-0.031985,0.031216,0.018521,0.016624,0.045319,-0.029794,0.052637,0.051297,-0.024688,-0.049477,0.028913,-0.006011,0.038315,0.059916,0.044552,-0.037861,-0.036688,-0.002217,0.010514,0.036887,0.026051,0.050232,-0.073902,-0.008572,0.007867,-0.008265,-0.020128,0.017035,0.014321,0.041715,-0.086719,0.021821,0.02487,-0.003132,-0.039886,0.013609,0.008611,0.001595,0.006446,0.006399,0.093661,0.008136,0.034267,-0.037353,-0.025452,0.01429,-0.038048,-0.020977,0.023869,-0.023757,-0.040365,-0.023735,good
-0.010501,0.03418,-0.029997,0.042593,-0.064342,-0.020462,0.01143,0.003462,0.030065,0.070098,0.025729,0.017891,0.010926,-0.048518,-0.018701,-0.020316,-0.102714,-0.095989,-0.033387,0.090961,-0.034726,0.070706,-0.048361,-0.005583,-0.111237,0.013525,0.012893,-0.023509,0.04569,-0.009427,0.024956,-0.001361,-0.050131,-0.011226,0.012516,-0.008343,-0.008954,0.030063,-0.02807,0.001164,-0.005846,0.027877,0.034405,0.012534,0.027477,0.024885,0.038845,0.052686,0.022485,0.080591,-0.072942,-0.026182,-0.025125,0.031441,0.086379,-0.016846,0.008054,-0.079025,-0.004348,bad
-0.031619,0.01995,-0.039923,0.010859,0.019269,0.040901,-0.005471,-0.014961,0.052036,0.017447,-0.001456,-0.038063,0.022815,-0.015337,-0.03518,0.035465,-0.030852,-0.060817,-0.0029,0.000495,-0.050019,-0.030027,0.030666,-0.005228,0.000692,0.008928,-0.029107,0.021755,0.023887,-0.029039,0.011058,0.038397,0.003894,-0.019001,0.010256,0.048746,0.013382,0.024636,-0.004149,-0.042634,0.028766,0.024702,-0.003159,0.001025,-0.007357,-0.012945,-0.030583,0.015825,0.014405,0.01519,-0.009757,0.02791,-0.031975,-0.012062,0.007182,-0.048882,0.000292,0.024184,0.009028,bad
