@relation 'german_credit-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M28'

@attribute '-0.326property_magnitude=no known property-0.322housing=for free-0.267credit_amount-0.237personal_status=male single-0.232job=high qualif/self emp/mgmt...' numeric
@attribute '0.347housing=own+0.291checking_status=no checking+0.289credit_history=critical/other existing credit-0.266housing=rent+0.248existing_credits...' numeric
@attribute '-0.297property_magnitude=car+0.289job=unskilled resident-0.289other_parties=none+0.249other_parties=guarantor+0.241property_magnitude=real estate...' numeric
@attribute '0.36 other_payment_plans=none-0.29housing=own-0.268other_payment_plans=bank+0.242residence_since-0.223other_payment_plans=stores...' numeric
@attribute '0.397other_parties=none-0.333job=skilled-0.314other_parties=guarantor-0.236purpose=radio/tv-0.232personal_status=male single...' numeric
@attribute '0.358savings_status=<100-0.322credit_history=existing paid+0.318credit_history=critical/other existing credit+0.318existing_credits-0.219savings_status=no known savings...' numeric
@attribute '-0.395other_payment_plans=none+0.354other_payment_plans=bank+0.295job=skilled-0.294employment=unemployed-0.294job=high qualif/self emp/mgmt...' numeric
@attribute -0.356savings_status=<100-0.293checking_status=<0+0.274housing=rent-0.267other_parties=none+0.251savings_status=100<=X<500... numeric
@attribute '0.256employment=1<=X<4-0.239personal_status=female div/dep/mar+0.225purpose=business+0.219num_dependents-0.21employment=unemployed...' numeric
@attribute '-0.432property_magnitude=life insurance+0.311purpose=radio/tv-0.255savings_status=no known savings-0.236purpose=furniture/equipment+0.221savings_status=<100...' numeric
@attribute '-0.465employment=1<=X<4+0.348checking_status=0<=X<200-0.33checking_status=no checking+0.3  property_magnitude=life insurance+0.236employment=<1...' numeric
@attribute '-0.344job=unemp/unskilled non res+0.32 job=unskilled resident-0.304job=skilled+0.25 housing=rent-0.248employment=1<=X<4...' numeric
@attribute '0.392property_magnitude=car+0.369purpose=new car+0.33 employment=4<=X<7-0.269purpose=furniture/equipment-0.268property_magnitude=life insurance...' numeric
@attribute '-0.394personal_status=male div/sep-0.356employment=>=7-0.272property_magnitude=car+0.217purpose=education-0.213residence_since...' numeric
@attribute '0.36 employment=<1-0.27employment=unemployed+0.251checking_status=>=200-0.238residence_since-0.229installment_commitment...' numeric
@attribute '0.413personal_status=male mar/wid-0.328savings_status=100<=X<500-0.303purpose=education-0.244personal_status=female div/dep/mar-0.235job=unskilled resident...' numeric
@attribute '0.354savings_status=>=1000-0.332credit_history=no credits/all paid+0.308employment=4<=X<7-0.304savings_status=no known savings-0.256employment=1<=X<4...' numeric
@attribute '0.291purpose=new car-0.284employment=<1+0.258employment=1<=X<4-0.257job=unemp/unskilled non res-0.242personal_status=male single...' numeric
@attribute '-0.386personal_status=male mar/wid+0.292employment=4<=X<7+0.272personal_status=female div/dep/mar-0.225property_magnitude=life insurance+0.211savings_status=>=1000...' numeric
@attribute '-0.378savings_status=500<=X<1000+0.327savings_status=no known savings+0.291other_payment_plans=stores+0.271installment_commitment-0.257employment=4<=X<7...' numeric
@attribute '-0.334purpose=business+0.326savings_status=>=1000+0.307checking_status=0<=X<200+0.296purpose=used car-0.262employment=4<=X<7...' numeric
@attribute '-0.528checking_status=>=200+0.394purpose=repairs+0.367checking_status=no checking-0.195purpose=radio/tv+0.173credit_history=no credits/all paid...' numeric
@attribute '-0.305purpose=retraining+0.304credit_history=delayed previously-0.243personal_status=male mar/wid-0.221credit_history=all paid+0.22 other_parties=guarantor...' numeric
@attribute '0.327savings_status=>=1000-0.293personal_status=male div/sep+0.257credit_history=no credits/all paid+0.253purpose=retraining-0.237credit_history=delayed previously...' numeric
@attribute '0.347purpose=education+0.295credit_history=delayed previously-0.285savings_status=500<=X<1000-0.276purpose=domestic appliance+0.25 purpose=repairs...' numeric
@attribute '-0.275purpose=used car+0.255purpose=furniture/equipment-0.249purpose=education-0.239savings_status=100<=X<500-0.224checking_status=>=200...' numeric
@attribute '-0.546purpose=domestic appliance-0.255purpose=education+0.227credit_history=no credits/all paid-0.222checking_status=0<=X<200-0.207employment=<1...' numeric
@attribute '-0.375purpose=retraining-0.308credit_history=all paid+0.299savings_status=100<=X<500-0.289savings_status=500<=X<1000-0.278purpose=new car...' numeric
@attribute class {good,bad}

@data
0.674986,1.076449,-1.900178,0.846627,0.145105,-0.817467,0.14429,0.506201,-0.41377,-1.103431,0.064245,-0.368112,1.867409,-0.477702,0.867778,-0.643345,2.538654,1.748012,2.154816,0.360665,1.00681,1.070529,0.634473,2.102783,0.309225,-0.291531,0.895863,-1.00549,good
0.370636,0.781332,-1.189017,-0.278971,-1.874157,-0.369377,-0.292861,-2.432702,-0.62674,1.494889,0.826412,0.182309,0.869943,-1.269959,1.053324,-0.763885,-0.616318,-1.895146,-0.25262,0.539113,-0.417266,-2.001489,-0.350778,0.458555,0.56279,-0.41489,1.090831,0.18477,good
0.525276,0.986448,-0.137048,0.235311,-1.678376,-0.876566,0.041013,-1.526594,-0.122772,1.16205,1.602746,1.098915,1.255974,-1.238378,-0.466027,-0.550391,-0.912047,-1.161943,0.010186,-0.406417,1.568827,-0.030618,0.487191,0.457997,0.540041,0.125121,-0.811816,-0.397172,good
-6.013781,-1.611149,1.515794,1.8538,1.308961,1.413168,-2.595897,-1.01403,-0.736404,0.780313,-1.02648,-0.041586,-0.078123,0.906878,-0.521098,1.408972,0.178203,0.515985,0.478148,-0.7866,0.734151,-0.676802,-0.243559,-1.102273,-0.529609,-0.781077,0.851188,0.710148,good
0.116861,-2.303651,-2.162233,-1.696998,1.187259,-0.898039,-1.804233,0.823319,0.47074,-1.076283,2.826031,0.451924,-0.271467,0.430318,1.34971,-1.947169,0.214307,1.246098,-0.710082,1.263662,0.512292,0.751679,-0.314395,-1.155548,-2.610347,-0.18958,0.883655,-0.00284,bad
-2.443014,-1.922776,1.621793,-0.215029,-0.055469,1.866628,4.580115,-0.47248,1.077032,-0.420537,-0.024964,0.562614,0.499338,-1.700021,-0.516272,1.362289,-1.416742,-2.282658,-0.806844,-0.594347,0.06155,1.043901,-0.37289,1.52962,-0.720444,0.371851,0.199742,1.245501,bad
0.083233,-1.773176,0.887235,1.393737,2.075358,2.11519,-0.911189,-0.381222,0.085657,-0.168346,-2.523827,0.549407,-2.488173,-2.85063,-0.860571,1.044523,1.538261,1.183326,-0.175872,-0.879963,-0.447799,-1.973399,-0.579773,-0.876107,0.744199,0.093728,-1.159487,0.623694,bad
3.326884,-2.225704,2.245618,-1.066397,-1.3326,-0.275692,-1.217419,1.417397,-0.937759,-0.131636,1.919304,1.898895,-1.654116,0.903655,1.001666,-1.064274,-1.841314,-0.386011,1.030892,-1.191705,0.700259,-0.048807,1.12802,-1.648959,-0.80075,-0.7928,0.509591,-1.200077,good
1.00635,-0.762652,-0.246317,0.273467,-1.191622,1.343558,0.535734,-2.732417,0.662498,-1.791098,0.333216,-0.805874,-1.020394,0.172265,-1.553077,-0.245177,-0.521658,0.410104,-0.335859,-0.1598,0.667266,-0.139631,-0.053845,0.304843,-0.366602,0.811941,0.136838,0.847337,good
2.305607,-0.71486,-0.304855,-0.984292,1.065003,-0.331756,-1.050628,-1.797267,0.797503,0.584159,-0.311867,0.112901,-1.543246,-2.338322,-0.798184,-1.547641,0.183375,0.597454,0.411698,-1.533868,0.505322,-0.23798,-1.555708,-0.258008,1.348607,0.501213,-0.968627,0.120394,good
-2.239297,-2.400793,-0.507197,1.931036,1.03393,1.734138,1.143137,0.891923,0.551557,2.735072,1.225915,-0.417454,-0.851559,2.310125,2.729625,-1.718533,-0.686149,0.894874,0.259412,-0.887688,-0.015757,0.144608,-0.588518,-0.097318,0.592422,-0.517146,-1.521516,-0.828818,good
2.628008,-1.809071,-1.3645,1.101857,-0.237501,-1.852061,0.288919,2.026664,0.678645,1.720075,0.180002,0.61163,0.13086,-0.308647,-0.227877,2.426243,0.494638,-1.648295,-1.983915,-1.692923,0.104664,-0.70659,-1.123122,-1.500548,-0.985404,1.367898,-1.134717,-1.137437,good
-0.857565,-1.433393,2.366816,-4.259944,-1.725898,-0.529926,-1.679532,1.264477,-1.556852,-0.130693,-0.191394,0.163409,-1.534304,-1.771809,0.870426,0.254156,1.579986,-1.287466,-0.920815,-0.279375,-1.525147,0.898637,0.995238,2.530886,0.331136,-0.395452,-0.997194,-0.22428,good
2.200352,-0.99343,3.874649,-1.289021,-1.090714,-0.588757,-1.933776,-0.501287,1.215353,-2.202844,1.057317,0.108906,0.037881,0.043697,3.176228,-0.857517,-0.949622,-1.607797,-0.271284,-1.080299,-0.082353,-1.670814,1.179831,-1.139322,0.396773,-2.575344,0.674429,-1.908514,good
1.712633,1.622176,0.143921,0.26123,1.121129,0.126866,-0.43218,-0.30268,-1.028615,1.504507,-1.849402,1.113414,0.013725,0.645083,-0.080112,-2.227113,-1.382315,0.445571,0.381886,0.179925,-0.290124,0.400783,-0.551956,-0.296702,-0.408977,0.073704,0.621633,0.180331,good
-3.141689,0.774662,1.188283,3.035604,-0.229659,-0.348888,1.974776,0.753595,1.537697,1.978878,1.819579,-1.27579,-0.661867,1.088897,0.990023,-1.820502,0.989715,0.886809,0.559684,-0.969521,2.424088,-0.588234,-1.282419,2.196394,1.136993,-1.024582,-1.608826,-0.092973,bad
2.558159,-2.291566,-1.366915,2.479034,1.030731,-0.284169,0.603224,0.486744,-0.657884,0.265145,-0.810369,-0.504147,-0.093583,0.334387,0.579753,2.003274,0.804472,-0.786651,1.478111,0.518351,-2.74893,1.16351,1.694917,-0.809034,-2.638265,-2.433776,-5.652649,1.177774,good
3.000118,-1.2344,-0.690719,-0.254553,0.2863,0.736168,-0.421758,-0.332158,0.666794,-0.531021,-0.765128,-1.577622,0.320419,-1.204208,1.1606,-0.841141,-0.791847,0.089135,-0.357147,-1.173182,1.682278,0.161417,-0.042841,1.114618,0.66837,0.646611,0.095259,-0.02553,bad
-3.717078,0.60266,-0.678363,1.066016,1.223157,-0.741869,-3.099325,0.701987,-1.651878,-1.153059,-1.213565,-0.394621,-0.395093,1.52052,-0.090631,1.298254,-0.328252,-0.105092,0.256972,-0.296732,0.883349,-0.458722,-0.427038,-0.251119,-0.285925,-0.907815,0.033765,0.557109,good
0.030049,-0.880604,-0.37427,0.013571,-0.488642,2.819257,1.367343,-0.437097,1.577502,0.016524,-0.227462,0.594361,-0.189854,0.061434,-1.456271,1.394163,-2.440338,-0.535399,-1.769116,0.740827,-0.481689,-0.69429,-0.00226,1.251002,-1.8781,-0.915446,0.990405,1.27427,bad
-3.038657,-0.050652,-0.444947,3.963122,-1.469719,-2.61374,1.366783,-1.005264,-0.082345,1.279661,0.05437,-1.11152,-0.676632,0.590721,-0.512535,-1.401766,0.327163,0.160605,-1.159155,-2.198032,-0.957284,0.697797,0.711397,0.339928,0.147231,-1.057553,-1.13206,-1.243787,good
-0.488627,2.213932,1.711047,1.093806,-3.336991,0.252839,-1.665404,2.871578,-2.477696,-0.830078,-0.27808,-0.791299,-1.432012,-0.816997,0.340408,-0.21582,0.270834,-1.788626,-0.194475,1.24805,-1.721795,0.092633,-0.561365,0.427051,0.694447,0.590744,-0.454598,-0.733576,good
-1.112766,1.640657,-1.684101,-2.042409,-0.127638,0.890171,-1.623586,-0.86543,0.022192,1.312813,-1.801029,1.348307,-0.190258,1.243102,-0.727267,-0.871924,0.091636,0.147235,-1.546363,1.016468,-0.085748,-0.203403,0.896868,-0.35416,0.156748,0.1113,-0.669415,-0.514653,bad
3.12782,0.927046,-0.400941,0.406415,-1.308113,-0.981917,-0.451235,-0.675329,0.040631,2.243082,-1.275471,-0.06745,-0.392621,1.139197,-0.220919,1.684422,0.247403,0.83976,-1.487577,0.101508,-0.249228,0.773494,-0.441052,0.13533,0.24397,0.336151,0.525774,0.609275,good
1.87903,-2.791031,-0.533499,1.816944,-0.295912,1.497326,1.420631,-0.340861,-0.030098,-0.480136,-0.189823,1.330164,0.492065,0.177971,-1.238035,0.448465,1.613403,-0.000717,1.693901,0.193492,-0.615239,-0.518897,0.385663,0.902883,-0.079593,1.640818,0.094773,0.819966,bad
-0.532925,0.924058,-0.924801,0.220598,-0.438762,-2.389279,-1.755927,-1.264935,-1.387336,-0.043569,0.357573,0.668472,0.115806,-1.791915,1.092515,-0.545183,-1.23222,-1.784788,-0.463741,0.877369,-0.298064,-2.951055,-0.336319,0.515997,1.136675,-0.448584,0.63591,0.519271,good
0.534529,0.719797,-0.585446,-2.496076,1.944452,0.718407,1.52293,-1.057925,-0.195508,1.313328,-1.402522,-1.993594,0.324636,0.086621,0.7288,-0.969089,0.646652,-0.108178,-0.906488,2.569844,0.706283,-2.272583,2.166864,-0.882135,1.97477,-0.518801,1.520514,-2.227933,good
2.83226,-1.694031,-1.158191,1.398927,0.038717,0.726774,0.848161,0.152833,0.741481,-1.01231,-1.514423,-0.113059,-1.084152,0.862102,-0.655021,1.573075,0.176245,-0.091144,-3.031914,-1.774148,0.465059,0.115882,0.129351,0.223578,1.171865,0.269241,0.184623,0.577762,good
0.114391,1.14678,-1.768371,-0.512597,-0.706016,0.321741,-0.275087,-0.810742,0.377195,-0.348217,-0.128278,0.784509,1.250508,-0.528119,-0.445134,0.478509,1.272268,-0.326335,0.864538,-1.134007,-1.645346,0.597993,1.814174,1.649411,0.82644,-0.854782,0.230158,-0.064688,good
-0.306129,2.354276,-1.396105,-0.278654,-0.329428,2.164656,-0.34558,-0.109559,-0.159767,-0.433803,-1.018438,0.701969,2.12415,1.345649,1.0314,0.318478,0.542181,-0.254,0.958976,-1.462898,0.473992,0.079312,-0.957476,-0.173273,0.262256,-0.732862,-0.041718,0.310941,good
2.01522,-3.657732,-1.552485,1.478926,0.705801,1.864195,1.481139,-0.528517,-0.459632,-0.764514,-0.338742,0.849138,0.608137,-0.996186,0.141901,-0.155268,0.131898,-1.596544,0.30917,0.111859,0.551276,0.252265,-0.149827,-0.434684,0.504176,0.587968,-0.63081,-0.432996,good
-0.232339,0.125815,-0.181807,0.041151,-1.516689,0.838176,0.393374,-3.189613,0.119992,-0.956265,0.705268,0.246799,0.704312,-1.445708,-0.661217,-0.41378,-0.054443,-1.083468,0.655579,0.115539,0.808685,0.497698,-0.444207,0.171503,0.455587,0.500585,-0.529317,-0.201054,bad
1.730886,-2.553057,-0.620214,1.453647,0.283392,0.736329,0.643897,0.977923,0.40264,0.135618,0.29576,1.082912,-0.131939,-0.305491,-0.421666,0.236241,1.177857,-0.471826,1.717265,-1.440466,0.106933,-0.770769,1.21671,1.304585,0.322296,1.92217,-0.302888,0.148913,good
-1.181445,2.832751,-0.821753,0.531362,-0.8552,1.662043,-0.096593,-0.248808,-1.472284,1.041078,-0.198428,1.055423,0.508481,-0.682294,0.267697,-0.159773,-0.577292,-0.674856,-0.343411,-0.157489,0.127328,0.150846,0.047874,-0.23351,-0.20376,0.122046,-0.097934,-0.148853,good
2.040845,-0.847029,-0.132543,2.20394,1.93143,2.595575,1.410455,1.724618,-0.440582,0.184725,-1.158475,0.448629,-0.788479,0.633142,1.261001,0.292604,0.917113,-1.857978,-0.122208,-0.610426,0.052593,0.315622,-0.036846,0.003167,-0.450703,0.59941,-0.97915,-0.476368,good
0.104456,-3.429307,0.540712,-1.725637,-2.351139,2.585451,1.680285,2.707412,-0.278028,-0.507859,-0.387189,1.330256,1.539857,-0.515236,-1.596076,0.42615,0.206658,0.728507,3.693685,-0.065916,-2.167519,-1.60934,0.891365,-0.948556,0.0255,-1.832359,0.908495,-2.410364,bad
1.065626,1.312126,-0.091266,-0.233873,0.764591,0.537542,-1.401227,0.747509,-0.295763,2.537194,-0.293159,-0.485954,-0.152395,1.949639,-1.325764,2.409639,0.863906,-0.51519,-1.522559,0.131606,-0.55393,0.586777,1.05902,-1.75321,1.707314,1.454397,0.593854,-0.054866,good
-2.688018,0.858533,-0.312251,2.750949,-1.615477,-1.765756,1.156863,0.462822,0.642019,1.354116,0.657054,-0.386879,-0.923468,1.359019,-0.256755,0.050325,0.026712,-1.236912,-0.97958,0.826291,-0.69601,0.070564,0.708456,-0.814334,1.167515,1.567656,0.042702,-0.714448,good
-5.072196,-2.504224,0.030858,0.279619,-0.719235,-0.900952,-2.399345,-1.313226,1.052763,1.207297,0.79101,0.71146,-0.472891,-0.453676,1.479881,-0.167865,0.381735,0.962896,-0.517218,-0.004124,0.332188,0.377876,0.356984,0.809436,-1.496443,0.975055,0.197752,-1.15809,bad
0.81518,2.166519,0.559166,1.160027,2.290942,-0.49377,-0.152537,1.728388,-0.063789,0.182859,-0.670409,0.174806,1.109081,-0.942408,-0.755955,-3.383231,-0.504895,1.8587,-0.374584,0.854245,0.217795,0.982536,0.015382,-0.90212,-0.727726,-0.747436,0.974966,0.484613,good
-0.144462,0.303492,-1.66036,0.514964,-1.42234,-0.012176,0.121142,-1.460406,-0.672079,-2.214627,1.047176,0.167957,0.998027,-0.523279,-1.20078,0.310796,0.45813,0.294698,1.450841,0.325012,-0.121863,-0.839967,-0.49398,1.090362,0.886255,1.232171,-0.647809,0.724169,good
1.103081,-1.006346,-1.766215,2.572859,0.064082,-0.722427,1.075746,1.753661,-0.30398,-2.508607,0.799292,0.543566,1.0013,1.053693,-0.14692,0.321171,0.121549,0.805812,0.204969,1.034722,-0.941297,0.025865,1.495974,0.653587,0.320252,0.861198,0.747108,0.109633,good
2.337964,0.076883,0.54847,0.190261,-0.023082,-0.661716,-0.618194,-2.143714,0.804773,0.738492,1.086078,-1.216482,0.99858,-0.112502,2.659403,0.184263,1.049458,-1.299711,-0.813447,1.027184,-0.354479,-1.229036,-0.031504,1.070785,-0.317713,-0.830773,-0.099308,-0.837534,good
-0.068604,1.804203,-0.721031,-2.132873,1.276627,-0.220466,-0.234849,1.490508,3.55007,-1.16699,-0.041419,0.161901,-1.533252,1.097903,-1.664081,-1.917351,0.381284,-0.359747,-1.475549,0.449237,-1.533838,0.368,1.133639,-1.367687,-0.088603,-0.595092,0.837806,0.87638,good
1.816764,1.706037,-1.33787,-0.030757,0.312099,1.926325,0.156893,0.334322,-0.951245,1.632667,-1.844638,-0.498104,0.575987,0.850086,0.894212,-1.163796,-1.301791,0.25262,-0.051568,-0.263119,-0.07149,0.251552,-0.303144,-0.544918,-0.087152,0.230301,0.58639,0.037484,good
2.129568,-1.036285,-1.97142,2.033029,-0.260379,-1.441853,0.56093,1.654178,-1.136658,0.346689,-0.264724,0.904573,-0.625477,1.312028,1.107706,1.187432,0.273429,-1.267188,-0.00421,2.042193,-0.650995,0.005673,0.21998,0.497906,-0.598814,0.111472,-0.745262,-0.103515,good
-2.588934,0.111864,0.829263,-2.770806,2.555065,1.430853,-1.069085,-1.2131,-2.344522,-0.89689,0.762676,-0.350935,-1.822264,1.821325,-2.115544,0.284603,0.82577,-0.514822,-0.825763,-0.135413,2.770938,-1.63718,0.668181,0.273712,-1.060325,0.231644,0.341484,0.253318,good
-0.351579,1.39213,-0.720152,-2.413093,0.340175,-0.815167,2.420073,1.095262,0.290263,0.576819,-0.795282,-1.565923,0.710772,-1.835748,-1.186315,-0.04203,-0.987343,-0.23948,-0.623127,-2.570116,0.043845,-0.433786,0.250976,0.326959,-0.879998,0.550396,-1.27749,-0.352867,good
1.685254,0.770432,-1.923721,-0.464891,0.413268,0.994537,0.338986,-0.046635,-0.23467,0.462641,-0.075702,0.524014,1.297648,0.273283,0.065425,-0.255834,0.902171,0.004866,1.280016,-0.639261,-1.853825,1.163175,1.43402,1.290012,0.739098,-0.621933,0.907495,0.01956,good
1.075007,-0.297031,-0.60829,-0.3702,0.897767,-0.588471,-2.239927,-0.952694,-0.036937,-0.696939,-1.100881,0.243324,-0.557987,0.653105,0.462162,1.344924,0.130235,2.5934,-3.140244,-0.331673,0.045401,0.836511,0.693183,0.071496,0.00298,-0.588868,0.759846,-0.251142,good
2.89556,-2.780701,-0.000462,1.605324,2.492862,-1.157616,0.668663,2.218869,0.853685,-0.37168,0.058135,1.109473,-1.86446,-0.781759,0.378375,-0.567318,2.085055,-1.422812,1.628131,-0.338167,2.405602,-0.365494,-0.96926,1.873841,-0.563783,1.18301,-0.879986,-0.243263,good
-4.319386,-2.831793,1.925563,-0.462182,-0.193209,-1.3178,0.800188,-1.893054,0.586228,-0.691466,-0.587456,0.818601,2.19782,0.2949,1.381814,0.695676,1.435387,1.487611,0.052289,-0.928253,-0.702036,0.472991,0.915207,0.378038,0.087163,0.940174,0.424181,0.661917,good
-0.677922,0.672177,-0.163665,-0.155016,1.90603,1.326016,-2.40525,-1.11859,-2.030028,-0.544463,-1.183363,-0.20766,0.494312,0.456246,-1.123889,-0.624229,0.372491,-1.027278,-0.731351,-1.676792,1.018864,-0.028604,0.083523,0.635803,0.020504,0.009924,-0.416974,0.32907,good
-3.087329,-1.962141,-2.5254,-0.316549,-0.666294,0.233844,0.567747,2.524859,3.287196,0.332461,1.496013,0.598441,0.343356,1.826167,-0.051392,-2.162774,1.396124,0.635506,-0.235412,-0.64566,-0.716476,-1.414298,1.015853,-0.662007,1.73358,0.041144,-1.462612,0.472655,good
-2.268344,-4.088899,1.049157,2.384524,1.507066,-0.012904,-1.451494,-2.108257,-1.53014,0.823136,-0.182528,-0.711968,-0.709237,0.740796,-1.425168,-0.35984,0.655248,0.338146,0.353045,-0.751422,0.102549,0.340634,0.557248,0.20792,-0.17784,0.775768,1.316713,0.577764,good
1.229883,-1.045726,0.548878,1.296932,0.879929,0.268458,-0.43165,0.582005,1.279414,1.21921,0.633391,-0.297026,-0.621339,-3.467746,0.950436,1.498212,1.237174,0.17094,-0.099669,-0.633617,-0.158091,-0.401791,0.748983,-0.869222,1.33488,0.690123,-0.740449,-0.78319,bad
1.864476,2.688298,0.778277,0.708286,1.608929,-0.522835,-0.268919,1.615588,-0.219766,1.460515,-1.798446,-0.11132,-1.781808,0.940274,0.348533,-1.275712,0.94917,0.994484,1.752387,0.894315,0.777002,-0.017175,-1.490717,1.160067,-1.408254,0.536902,1.038689,0.749474,good
-1.336042,0.98685,-1.552718,-4.01426,0.84892,1.116502,1.841995,0.221001,0.443756,0.344233,-0.387547,0.12945,0.0514,0.276521,1.459966,0.999475,0.928797,-1.639434,-0.931601,0.175155,-1.257168,1.677718,1.750335,-0.23177,1.109207,-0.17034,-1.212949,-0.841876,bad
0.693994,2.093487,0.473346,-0.885187,1.182028,0.23364,-0.531621,-0.688382,1.747526,0.353142,-1.361832,0.555224,1.083125,0.652477,-0.834035,-1.787269,-0.060589,0.275735,-1.350233,1.099327,0.184157,0.926499,0.947661,-0.359642,0.834108,0.591239,-0.806387,-1.238322,good
-1.477042,1.946407,-0.506617,-0.010514,-0.48962,-1.096764,0.040665,0.366344,1.360717,-0.479452,2.281208,-0.16238,1.060344,-1.303458,-0.493687,-0.385248,-0.87672,-0.320274,-0.056199,1.853109,1.250469,-0.105914,1.258327,-0.442256,1.713318,1.417771,-1.723506,-2.155879,good
2.539181,-1.084837,-1.57164,-1.179251,-0.278276,-0.098366,-0.94366,-0.444197,0.06058,0.900117,2.127606,0.370247,-0.766208,1.303807,1.718426,2.047213,-0.274182,0.052573,-2.170463,-1.082453,0.439319,0.036137,-0.750752,-0.930451,0.033724,0.256945,0.013347,-0.235139,bad
3.603914,-0.566264,1.041416,0.380346,-0.859036,-0.257609,-0.485454,-1.166548,0.304878,0.947224,0.724821,0.138899,0.777,0.47285,1.527612,2.858194,0.967211,0.088806,-1.899949,1.420055,-0.004165,0.706182,-1.977859,-0.50698,-0.158203,0.01148,0.350963,0.84992,good
-0.193032,0.922913,-2.527631,-0.13934,0.076764,-1.973248,-1.890783,-0.991447,-2.078266,0.541777,-1.095178,0.600636,-1.022581,-3.046896,-0.477478,-0.108201,1.044957,-0.041088,-0.932358,-1.863353,-1.422498,-0.057644,-0.8188,-2.096533,-0.474901,-0.369505,-0.093976,-1.13839,good
0.950046,-0.399883,-1.923331,0.075467,-0.953524,-0.127224,-0.084548,-0.592118,-1.690703,1.983355,1.433014,1.210454,0.253725,-1.154419,-0.070338,-0.65905,-0.950947,0.225299,0.568986,0.298868,0.856674,0.141594,0.688163,0.396745,-0.149318,0.541215,0.117724,-0.540373,good
-2.470652,1.667083,-1.59613,-1.104298,0.505672,1.935408,-2.213266,-0.203478,-0.885978,-0.768629,-1.714372,2.233444,1.292483,0.990836,1.015648,0.32169,0.802277,0.472674,0.8221,-1.131472,0.29714,-0.309013,-0.722944,0.007125,-0.42899,-1.129256,-0.113607,0.306731,good
-2.247171,1.990534,0.116754,-3.143084,2.612103,0.733923,-0.976345,-1.122754,-2.421394,0.704821,-1.307534,-0.113433,0.073782,1.38153,-1.981287,0.642695,1.639357,-0.952195,-0.707577,1.115529,0.653641,-0.337923,1.389524,0.953302,-0.388343,-2.149325,0.654202,-0.10027,bad
1.657803,-0.549095,-0.826065,0.956239,-0.12197,-0.535253,0.174429,-0.711408,0.113361,-1.951304,0.832641,-1.805506,-0.173779,0.308812,-0.118928,-0.046567,-1.647833,2.203755,0.203162,2.278217,-0.077626,0.103835,0.378086,-0.264735,-0.196298,0.848063,0.848711,0.090002,bad
-2.18622,2.340996,-0.398258,0.314766,-0.299598,1.98568,-0.3645,-0.270278,0.217108,-1.752544,-0.280831,0.561875,-0.563393,0.620024,1.395952,1.062484,-0.652143,-0.665689,0.039413,-0.987202,0.88573,0.346073,0.010048,-1.19317,-0.281792,-1.273257,0.17724,-0.284296,good
1.766389,-0.251671,2.571696,-0.120251,0.843999,-1.069002,-1.05999,-2.451445,1.872394,-0.821178,0.420891,0.933934,1.247979,0.23136,1.129329,-0.078053,0.649805,-0.62371,0.300469,1.402207,0.122158,1.052537,-0.609205,-0.218656,-0.830828,0.091725,-1.069913,-0.695307,bad
-0.431374,-1.548521,-2.662778,0.594643,0.900701,1.543084,1.295597,1.752934,1.197791,-0.324116,-1.545359,-0.307287,-0.215001,0.96577,-0.105846,-1.042201,-1.712994,0.977594,0.001562,2.064062,-0.435153,-1.361536,1.013622,-0.970111,3.524619,0.109728,-2.121759,-0.36997,good
0.41812,0.534529,-2.171965,-0.2628,-1.405616,-1.399391,-0.707266,-0.136385,0.67405,-0.550761,-0.139871,-0.684959,0.513773,-0.054449,-0.156283,0.369892,-1.723741,0.127151,0.701506,0.389179,2.334844,-0.662957,-0.924065,0.566785,0.607916,-0.400113,-1.104612,0.156671,good
0.211264,2.028087,3.143017,-0.061379,1.666971,0.22197,-1.225561,0.388514,2.150441,-0.129862,0.684856,1.354295,1.717127,0.07489,0.677766,-0.563494,0.468142,0.326195,1.368817,-1.091729,0.165887,-0.550328,0.158939,0.336303,-0.125949,1.351521,-0.871417,-0.331124,good
-0.526008,1.779819,-0.452891,-0.750076,0.749085,-0.113167,-0.903007,0.829464,0.873135,-0.679531,0.404268,1.040403,-0.377574,1.177874,-1.54344,-1.434279,3.224536,-0.032683,-0.555808,-0.278705,-0.608967,-0.186274,0.812154,-0.213674,-0.233655,0.643039,-0.219527,0.971775,good
1.088695,-2.404405,-2.463859,0.257318,-0.452436,0.347687,-0.301711,1.067483,0.998688,0.957335,-1.743919,1.185734,0.809732,-0.601421,-0.236562,2.383502,-0.619546,0.632361,-1.426868,-1.05068,2.232285,-0.707965,-0.499173,-0.199808,1.483225,-0.835914,-0.721297,-0.08197,good
-0.24511,3.02464,-0.654902,0.269053,-1.037726,1.511136,0.247879,-0.615992,-1.233538,1.393267,0.103896,0.738403,0.874851,0.035217,0.246689,-0.546611,-0.548876,-0.93389,-0.450764,0.077041,0.141211,0.310102,-0.584892,-0.184874,-0.394514,0.191914,-0.029502,0.069091,good
0.70057,3.709818,0.339833,1.239155,-0.488025,0.121914,0.355543,1.057369,0.063304,1.281235,-1.069546,-1.302529,-1.131589,0.389524,-0.232019,0.049602,1.408493,0.586199,0.933956,0.534337,1.44704,-0.43511,-0.932168,1.63859,-1.085397,0.259066,0.302599,0.761118,good
