@relation 'german_credit-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '-0.326property_magnitude=no known property-0.322housing=for free-0.267credit_amount-0.237personal_status=male single-0.232job=high qualif/self emp/mgmt...' numeric
@attribute '0.347housing=own+0.291checking_status=no checking+0.289credit_history=critical/other existing credit-0.266housing=rent+0.248existing_credits...' numeric
@attribute '-0.297property_magnitude=car+0.289job=unskilled resident-0.289other_parties=none+0.249other_parties=guarantor+0.241property_magnitude=real estate...' numeric
@attribute '0.36 other_payment_plans=none-0.29housing=own-0.268other_payment_plans=bank+0.242residence_since-0.223other_payment_plans=stores...' numeric
@attribute '0.397other_parties=none-0.333job=skilled-0.314other_parties=guarantor-0.236purpose=radio/tv-0.232personal_status=male single...' numeric
@attribute '0.358savings_status=<100-0.322credit_history=existing paid+0.318credit_history=critical/other existing credit+0.318existing_credits-0.219savings_status=no known savings...' numeric
@attribute '-0.395other_payment_plans=none+0.354other_payment_plans=bank+0.295job=skilled-0.294employment=unemployed-0.294job=high qualif/self emp/mgmt...' numeric
@attribute -0.356savings_status=<100-0.293checking_status=<0+0.274housing=rent-0.267other_parties=none+0.251savings_status=100<=X<500... numeric
@attribute '0.256employment=1<=X<4-0.239personal_status=female div/dep/mar+0.225purpose=business+0.219num_dependents-0.21employment=unemployed...' numeric
@attribute '-0.432property_magnitude=life insurance+0.311purpose=radio/tv-0.255savings_status=no known savings-0.236purpose=furniture/equipment+0.221savings_status=<100...' numeric
@attribute '-0.465employment=1<=X<4+0.348checking_status=0<=X<200-0.33checking_status=no checking+0.3  property_magnitude=life insurance+0.236employment=<1...' numeric
@attribute '-0.344job=unemp/unskilled non res+0.32 job=unskilled resident-0.304job=skilled+0.25 housing=rent-0.248employment=1<=X<4...' numeric
@attribute '0.392property_magnitude=car+0.369purpose=new car+0.33 employment=4<=X<7-0.269purpose=furniture/equipment-0.268property_magnitude=life insurance...' numeric
@attribute '-0.394personal_status=male div/sep-0.356employment=>=7-0.272property_magnitude=car+0.217purpose=education-0.213residence_since...' numeric
@attribute '0.36 employment=<1-0.27employment=unemployed+0.251checking_status=>=200-0.238residence_since-0.229installment_commitment...' numeric
@attribute '0.413personal_status=male mar/wid-0.328savings_status=100<=X<500-0.303purpose=education-0.244personal_status=female div/dep/mar-0.235job=unskilled resident...' numeric
@attribute '0.354savings_status=>=1000-0.332credit_history=no credits/all paid+0.308employment=4<=X<7-0.304savings_status=no known savings-0.256employment=1<=X<4...' numeric
@attribute '0.291purpose=new car-0.284employment=<1+0.258employment=1<=X<4-0.257job=unemp/unskilled non res-0.242personal_status=male single...' numeric
@attribute '-0.386personal_status=male mar/wid+0.292employment=4<=X<7+0.272personal_status=female div/dep/mar-0.225property_magnitude=life insurance+0.211savings_status=>=1000...' numeric
@attribute '-0.378savings_status=500<=X<1000+0.327savings_status=no known savings+0.291other_payment_plans=stores+0.271installment_commitment-0.257employment=4<=X<7...' numeric
@attribute '-0.334purpose=business+0.326savings_status=>=1000+0.307checking_status=0<=X<200+0.296purpose=used car-0.262employment=4<=X<7...' numeric
@attribute '-0.528checking_status=>=200+0.394purpose=repairs+0.367checking_status=no checking-0.195purpose=radio/tv+0.173credit_history=no credits/all paid...' numeric
@attribute '-0.305purpose=retraining+0.304credit_history=delayed previously-0.243personal_status=male mar/wid-0.221credit_history=all paid+0.22 other_parties=guarantor...' numeric
@attribute '0.327savings_status=>=1000-0.293personal_status=male div/sep+0.257credit_history=no credits/all paid+0.253purpose=retraining-0.237credit_history=delayed previously...' numeric
@attribute '0.347purpose=education+0.295credit_history=delayed previously-0.285savings_status=500<=X<1000-0.276purpose=domestic appliance+0.25 purpose=repairs...' numeric
@attribute '-0.275purpose=used car+0.255purpose=furniture/equipment-0.249purpose=education-0.239savings_status=100<=X<500-0.224checking_status=>=200...' numeric
@attribute '-0.546purpose=domestic appliance-0.255purpose=education+0.227credit_history=no credits/all paid-0.222checking_status=0<=X<200-0.207employment=<1...' numeric
@attribute '-0.375purpose=retraining-0.308credit_history=all paid+0.299savings_status=100<=X<500-0.289savings_status=500<=X<1000-0.278purpose=new car...' numeric
@attribute 0.441savings_status=500<=X<1000-0.318savings_status=100<=X<500+0.317savings_status=>=1000+0.291purpose=education+0.224purpose=repairs... numeric
@attribute '-0.364savings_status=>=1000-0.312credit_history=delayed previously-0.304purpose=other+0.271other_payment_plans=stores+0.247savings_status=no known savings...' numeric
@attribute '-0.352purpose=domestic appliance-0.348checking_status=>=200-0.34purpose=repairs-0.289other_payment_plans=stores+0.241purpose=business...' numeric
@attribute '0.33 purpose=repairs-0.314purpose=education-0.292other_payment_plans=stores-0.27personal_status=male mar/wid+0.26 installment_commitment...' numeric
@attribute '0.384purpose=other+0.244num_dependents+0.243foreign_worker=no+0.232other_payment_plans=stores+0.227property_magnitude=real estate...' numeric
@attribute '0.659foreign_worker=no-0.366num_dependents-0.231own_telephone=yes+0.216credit_history=all paid-0.184existing_credits...' numeric
@attribute '-0.419personal_status=male div/sep-0.281other_payment_plans=stores+0.27 credit_history=all paid+0.25 purpose=repairs+0.236own_telephone=yes...' numeric
@attribute '-0.359credit_history=all paid+0.258purpose=furniture/equipment-0.256property_magnitude=life insurance+0.243checking_status=<0-0.227savings_status=<100...' numeric
@attribute '-0.387purpose=other+0.352other_parties=co applicant-0.338other_parties=guarantor-0.284duration-0.202job=unemp/unskilled non res...' numeric
@attribute '-0.343purpose=used car+0.3  personal_status=male mar/wid+0.276credit_history=all paid-0.267purpose=retraining-0.264savings_status=500<=X<1000...' numeric
@attribute '-0.483purpose=business+0.35 credit_history=no credits/all paid+0.321purpose=education-0.249purpose=other+0.222property_magnitude=real estate...' numeric
@attribute '-0.378credit_history=no credits/all paid+0.332purpose=retraining-0.326purpose=other-0.303purpose=used car+0.267foreign_worker=no...' numeric
@attribute -0.4residence_since+0.372employment=>=7-0.34own_telephone=yes-0.335employment=<1+0.329num_dependents... numeric
@attribute '-0.466num_dependents-0.397installment_commitment-0.31residence_since-0.284duration+0.21 checking_status=<0...' numeric
@attribute class {good,bad}

@data
3.326884,-2.225704,2.245618,-1.066397,-1.3326,-0.275692,-1.217419,1.417397,-0.937759,-0.131636,1.919304,1.898895,-1.654116,0.903655,1.001666,-1.064274,-1.841314,-0.386011,1.030892,-1.191705,0.700259,-0.048807,1.12802,-1.648959,-0.80075,-0.7928,0.509591,-1.200077,0.674073,-0.1933,-0.071429,0.074789,-0.597827,0.043329,-1.029531,0.20553,-0.994815,0.918671,-0.880927,-0.692552,-1.020826,0.55188,good
1.00635,-0.762652,-0.246317,0.273467,-1.191622,1.343558,0.535734,-2.732417,0.662498,-1.791098,0.333216,-0.805874,-1.020394,0.172265,-1.553077,-0.245177,-0.521658,0.410104,-0.335859,-0.1598,0.667266,-0.139631,-0.053845,0.304843,-0.366602,0.811941,0.136838,0.847337,-0.196035,-0.144964,0.286207,0.002209,-0.424159,0.257906,0.675344,-0.482845,-0.597619,-0.230321,-0.018199,-0.04524,-0.604889,-0.612253,good
2.305607,-0.71486,-0.304855,-0.984292,1.065003,-0.331756,-1.050628,-1.797267,0.797503,0.584159,-0.311867,0.112901,-1.543246,-2.338322,-0.798184,-1.547641,0.183375,0.597454,0.411698,-1.533868,0.505322,-0.23798,-1.555708,-0.258008,1.348607,0.501213,-0.968627,0.120394,-1.062993,1.680357,0.913949,0.99336,-0.989486,0.764095,-2.149008,0.008034,-0.244806,0.44836,-0.751634,-0.640186,0.295833,-1.129058,good
-2.239297,-2.400793,-0.507197,1.931036,1.03393,1.734138,1.143137,0.891923,0.551557,2.735072,1.225915,-0.417454,-0.851559,2.310125,2.729625,-1.718533,-0.686149,0.894874,0.259412,-0.887688,-0.015757,0.144608,-0.588518,-0.097318,0.592422,-0.517146,-1.521516,-0.828818,0.791178,0.932689,0.124195,-1.694446,1.520238,-0.206177,0.024574,0.448841,0.159891,-0.069156,-0.307006,0.106282,-1.106543,0.207024,good
2.628008,-1.809071,-1.3645,1.101857,-0.237501,-1.852061,0.288919,2.026664,0.678645,1.720075,0.180002,0.61163,0.13086,-0.308647,-0.227877,2.426243,0.494638,-1.648295,-1.983915,-1.692923,0.104664,-0.70659,-1.123122,-1.500548,-0.985404,1.367898,-1.134717,-1.137437,1.880527,0.094258,-0.117437,-1.356728,1.172971,-0.87396,0.485672,-0.237799,0.500825,-0.532113,0.331,-0.189059,-0.081203,0.165444,good
-0.857565,-1.433393,2.366816,-4.259944,-1.725898,-0.529926,-1.679532,1.264477,-1.556852,-0.130693,-0.191394,0.163409,-1.534304,-1.771809,0.870426,0.254156,1.579986,-1.287466,-0.920815,-0.279375,-1.525147,0.898637,0.995238,2.530886,0.331136,-0.395452,-0.997194,-0.22428,-0.714375,0.176233,0.883967,-2.001424,-1.252562,-1.000432,1.007219,0.218984,3.199341,-1.090466,-0.350536,1.418016,0.888575,1.212401,good
2.200352,-0.99343,3.874649,-1.289021,-1.090714,-0.588757,-1.933776,-0.501287,1.215353,-2.202844,1.057317,0.108906,0.037881,0.043697,3.176228,-0.857517,-0.949622,-1.607797,-0.271284,-1.080299,-0.082353,-1.670814,1.179831,-1.139322,0.396773,-2.575344,0.674429,-1.908514,0.724754,-0.15183,-0.904614,0.761479,-1.327325,-1.577629,0.12508,0.153241,-2.399174,0.919146,0.007317,-0.625069,0.478895,1.00259,good
1.712633,1.622176,0.143921,0.26123,1.121129,0.126866,-0.43218,-0.30268,-1.028615,1.504507,-1.849402,1.113414,0.013725,0.645083,-0.080112,-2.227113,-1.382315,0.445571,0.381886,0.179925,-0.290124,0.400783,-0.551956,-0.296702,-0.408977,0.073704,0.621633,0.180331,0.01983,-0.136565,0.454883,0.419328,-1.033875,0.742446,-0.766428,-0.2188,0.066578,0.797534,-0.850609,-0.085546,-0.172882,-0.251198,good
-3.141689,0.774662,1.188283,3.035604,-0.229659,-0.348888,1.974776,0.753595,1.537697,1.978878,1.819579,-1.27579,-0.661867,1.088897,0.990023,-1.820502,0.989715,0.886809,0.559684,-0.969521,2.424088,-0.588234,-1.282419,2.196394,1.136993,-1.024582,-1.608826,-0.092973,1.799395,-1.217722,1.742194,-1.289274,0.573968,-0.864252,-1.604387,1.152061,-0.166309,0.573609,0.268558,0.180487,1.763446,0.454649,bad
2.558159,-2.291566,-1.366915,2.479034,1.030731,-0.284169,0.603224,0.486744,-0.657884,0.265145,-0.810369,-0.504147,-0.093583,0.334387,0.579753,2.003274,0.804472,-0.786651,1.478111,0.518351,-2.74893,1.16351,1.694917,-0.809034,-2.638265,-2.433776,-5.652649,1.177774,-1.572742,-1.650222,-3.560656,-1.039244,-0.027948,-0.463196,-1.301263,-0.500122,-0.232589,1.885136,0.858666,1.471268,-0.453248,0.442998,good
3.000118,-1.2344,-0.690719,-0.254553,0.2863,0.736168,-0.421758,-0.332158,0.666794,-0.531021,-0.765128,-1.577622,0.320419,-1.204208,1.1606,-0.841141,-0.791847,0.089135,-0.357147,-1.173182,1.682278,0.161417,-0.042841,1.114618,0.66837,0.646611,0.095259,-0.02553,-0.416556,-0.619668,-0.89304,-0.321644,1.390226,4.06693,-0.574117,1.417176,1.45829,0.593004,-1.346782,1.564921,-0.250803,-0.656845,bad
-3.717078,0.60266,-0.678363,1.066016,1.223157,-0.741869,-3.099325,0.701987,-1.651878,-1.153059,-1.213565,-0.394621,-0.395093,1.52052,-0.090631,1.298254,-0.328252,-0.105092,0.256972,-0.296732,0.883349,-0.458722,-0.427038,-0.251119,-0.285925,-0.907815,0.033765,0.557109,-1.634827,0.485051,0.626017,0.191464,-0.185795,0.541507,0.104225,0.503049,0.745483,-0.424616,-0.039875,-1.292083,-0.575793,0.484728,good
0.030049,-0.880604,-0.37427,0.013571,-0.488642,2.819257,1.367343,-0.437097,1.577502,0.016524,-0.227462,0.594361,-0.189854,0.061434,-1.456271,1.394163,-2.440338,-0.535399,-1.769116,0.740827,-0.481689,-0.69429,-0.00226,1.251002,-1.8781,-0.915446,0.990405,1.27427,1.195917,-0.488814,0.222557,1.522076,1.09259,-1.352439,-1.225736,-0.644278,1.464527,0.518443,1.683844,-1.288441,-0.258289,0.44024,bad
-3.038657,-0.050652,-0.444947,3.963122,-1.469719,-2.61374,1.366783,-1.005264,-0.082345,1.279661,0.05437,-1.11152,-0.676632,0.590721,-0.512535,-1.401766,0.327163,0.160605,-1.159155,-2.198032,-0.957284,0.697797,0.711397,0.339928,0.147231,-1.057553,-1.13206,-1.243787,2.413269,1.239077,0.368815,-1.619856,1.322698,0.485732,0.049564,0.856003,0.089609,-0.91411,0.447158,-0.914465,-0.05907,0.6884,good
-0.488627,2.213932,1.711047,1.093806,-3.336991,0.252839,-1.665404,2.871578,-2.477696,-0.830078,-0.27808,-0.791299,-1.432012,-0.816997,0.340408,-0.21582,0.270834,-1.788626,-0.194475,1.24805,-1.721795,0.092633,-0.561365,0.427051,0.694447,0.590744,-0.454598,-0.733576,-0.989915,0.051379,0.119719,-1.54228,0.305357,-0.941454,0.589841,-0.349544,2.547837,0.671934,0.566893,-0.232372,-0.886856,0.558104,good
-1.112766,1.640657,-1.684101,-2.042409,-0.127638,0.890171,-1.623586,-0.86543,0.022192,1.312813,-1.801029,1.348307,-0.190258,1.243102,-0.727267,-0.871924,0.091636,0.147235,-1.546363,1.016468,-0.085748,-0.203403,0.896868,-0.35416,0.156748,0.1113,-0.669415,-0.514653,0.52149,-1.100305,0.226497,2.349918,-0.77574,0.575133,-0.177208,0.510703,0.170135,0.266228,1.0472,0.476887,-0.558591,-0.038209,bad
3.12782,0.927046,-0.400941,0.406415,-1.308113,-0.981917,-0.451235,-0.675329,0.040631,2.243082,-1.275471,-0.06745,-0.392621,1.139197,-0.220919,1.684422,0.247403,0.83976,-1.487577,0.101508,-0.249228,0.773494,-0.441052,0.13533,0.24397,0.336151,0.525774,0.609275,-0.414144,-0.218833,0.489352,-0.366574,0.132662,0.130698,0.551596,-0.545018,-0.198139,0.540402,0.315211,-0.398455,0.684101,-0.77067,good
1.87903,-2.791031,-0.533499,1.816944,-0.295912,1.497326,1.420631,-0.340861,-0.030098,-0.480136,-0.189823,1.330164,0.492065,0.177971,-1.238035,0.448465,1.613403,-0.000717,1.693901,0.193492,-0.615239,-0.518897,0.385663,0.902883,-0.079593,1.640818,0.094773,0.819966,-0.200173,0.462958,-0.355538,0.279538,0.726837,0.396334,0.734286,0.135396,-0.551672,-1.047499,0.585349,0.060271,0.731337,-0.967519,bad
-0.532925,0.924058,-0.924801,0.220598,-0.438762,-2.389279,-1.755927,-1.264935,-1.387336,-0.043569,0.357573,0.668472,0.115806,-1.791915,1.092515,-0.545183,-1.23222,-1.784788,-0.463741,0.877369,-0.298064,-2.951055,-0.336319,0.515997,1.136675,-0.448584,0.63591,0.519271,-0.035719,-0.262808,-0.875533,0.89279,-0.627898,0.364512,0.534647,0.355665,0.370448,0.390152,0.686621,0.173036,0.825977,1.542546,good
0.534529,0.719797,-0.585446,-2.496076,1.944452,0.718407,1.52293,-1.057925,-0.195508,1.313328,-1.402522,-1.993594,0.324636,0.086621,0.7288,-0.969089,0.646652,-0.108178,-0.906488,2.569844,0.706283,-2.272583,2.166864,-0.882135,1.97477,-0.518801,1.520514,-2.227933,-0.259894,0.214616,-4.075464,-0.315652,-0.34689,-0.573698,-0.41395,0.962205,0.089117,0.084654,0.177284,-0.130493,0.051557,0.402092,good
2.83226,-1.694031,-1.158191,1.398927,0.038717,0.726774,0.848161,0.152833,0.741481,-1.01231,-1.514423,-0.113059,-1.084152,0.862102,-0.655021,1.573075,0.176245,-0.091144,-3.031914,-1.774148,0.465059,0.115882,0.129351,0.223578,1.171865,0.269241,0.184623,0.577762,-0.716868,0.125203,0.000011,-0.604249,-0.301297,0.075344,0.330078,-1.061365,-0.525658,1.844893,0.158413,0.070755,1.189773,0.482775,good
0.114391,1.14678,-1.768371,-0.512597,-0.706016,0.321741,-0.275087,-0.810742,0.377195,-0.348217,-0.128278,0.784509,1.250508,-0.528119,-0.445134,0.478509,1.272268,-0.326335,0.864538,-1.134007,-1.645346,0.597993,1.814174,1.649411,0.82644,-0.854782,0.230158,-0.064688,-0.390102,0.380711,0.111378,-1.008846,0.367171,0.480833,0.239604,-0.305287,-0.092262,0.762269,-1.896384,-0.67674,-1.252196,0.838796,good
-0.306129,2.354276,-1.396105,-0.278654,-0.329428,2.164656,-0.34558,-0.109559,-0.159767,-0.433803,-1.018438,0.701969,2.12415,1.345649,1.0314,0.318478,0.542181,-0.254,0.958976,-1.462898,0.473992,0.079312,-0.957476,-0.173273,0.262256,-0.732862,-0.041718,0.310941,-1.027113,-0.229318,0.029346,-0.43079,-0.83265,0.698115,-0.551795,-0.333168,0.105264,-1.278206,-0.302145,-1.186095,0.909424,0.62743,good
2.01522,-3.657732,-1.552485,1.478926,0.705801,1.864195,1.481139,-0.528517,-0.459632,-0.764514,-0.338742,0.849138,0.608137,-0.996186,0.141901,-0.155268,0.131898,-1.596544,0.30917,0.111859,0.551276,0.252265,-0.149827,-0.434684,0.504176,0.587968,-0.63081,-0.432996,-0.392779,-0.115047,0.097881,-0.115274,0.679577,0.069686,0.365588,0.544313,-0.603236,0.405246,-0.121171,0.278491,-0.844751,0.814424,good
-0.232339,0.125815,-0.181807,0.041151,-1.516689,0.838176,0.393374,-3.189613,0.119992,-0.956265,0.705268,0.246799,0.704312,-1.445708,-0.661217,-0.41378,-0.054443,-1.083468,0.655579,0.115539,0.808685,0.497698,-0.444207,0.171503,0.455587,0.500585,-0.529317,-0.201054,-0.176502,-0.508798,1.05253,-0.068895,0.2707,0.121139,0.874251,1.067065,-1.045127,0.450286,0.167621,1.085043,1.612005,-0.936696,bad
1.730886,-2.553057,-0.620214,1.453647,0.283392,0.736329,0.643897,0.977923,0.40264,0.135618,0.29576,1.082912,-0.131939,-0.305491,-0.421666,0.236241,1.177857,-0.471826,1.717265,-1.440466,0.106933,-0.770769,1.21671,1.304585,0.322296,1.92217,-0.302888,0.148913,-1.002989,0.404507,-1.048277,-0.550452,1.048475,0.50827,0.206132,-0.589822,0.381965,-0.215662,0.466251,-0.036241,0.436165,-0.9592,good
-1.181445,2.832751,-0.821753,0.531362,-0.8552,1.662043,-0.096593,-0.248808,-1.472284,1.041078,-0.198428,1.055423,0.508481,-0.682294,0.267697,-0.159773,-0.577292,-0.674856,-0.343411,-0.157489,0.127328,0.150846,0.047874,-0.23351,-0.20376,0.122046,-0.097934,-0.148853,-0.207118,-0.297058,0.124747,-0.314796,0.493366,0.115378,0.008058,-0.839421,-0.232024,0.844924,0.034878,0.891113,-0.870186,0.478959,good
2.040845,-0.847029,-0.132543,2.20394,1.93143,2.595575,1.410455,1.724618,-0.440582,0.184725,-1.158475,0.448629,-0.788479,0.633142,1.261001,0.292604,0.917113,-1.857978,-0.122208,-0.610426,0.052593,0.315622,-0.036846,0.003167,-0.450703,0.59941,-0.97915,-0.476368,-1.44982,0.348972,-0.024961,0.279179,1.198325,-0.108567,0.496923,-0.235023,-0.596315,-0.212604,0.273605,0.309161,-0.062824,0.572723,good
0.104456,-3.429307,0.540712,-1.725637,-2.351139,2.585451,1.680285,2.707412,-0.278028,-0.507859,-0.387189,1.330256,1.539857,-0.515236,-1.596076,0.42615,0.206658,0.728507,3.693685,-0.065916,-2.167519,-1.60934,0.891365,-0.948556,0.0255,-1.832359,0.908495,-2.410364,0.972867,0.184281,1.186957,0.35044,-0.140675,2.005529,1.124398,-1.063008,-1.424487,1.450425,-0.668135,0.288795,0.265549,1.117401,bad
1.065626,1.312126,-0.091266,-0.233873,0.764591,0.537542,-1.401227,0.747509,-0.295763,2.537194,-0.293159,-0.485954,-0.152395,1.949639,-1.325764,2.409639,0.863906,-0.51519,-1.522559,0.131606,-0.55393,0.586777,1.05902,-1.75321,1.707314,1.454397,0.593854,-0.054866,-0.937303,-1.66716,0.509247,-0.277867,0.288036,0.659374,0.301007,0.491435,-0.20762,0.722316,1.844184,-0.724287,-0.035177,-0.522084,good
-2.688018,0.858533,-0.312251,2.750949,-1.615477,-1.765756,1.156863,0.462822,0.642019,1.354116,0.657054,-0.386879,-0.923468,1.359019,-0.256755,0.050325,0.026712,-1.236912,-0.97958,0.826291,-0.69601,0.070564,0.708456,-0.814334,1.167515,1.567656,0.042702,-0.714448,-1.078311,-1.063538,-0.045525,1.496091,-0.294698,1.454979,-1.044879,0.887872,0.509314,0.795836,-0.045535,-0.983407,0.117939,1.610753,good
-5.072196,-2.504224,0.030858,0.279619,-0.719235,-0.900952,-2.399345,-1.313226,1.052763,1.207297,0.79101,0.71146,-0.472891,-0.453676,1.479881,-0.167865,0.381735,0.962896,-0.517218,-0.004124,0.332188,0.377876,0.356984,0.809436,-1.496443,0.975055,0.197752,-1.15809,0.400541,0.850292,-0.44688,0.019305,-0.724826,0.301622,-0.261129,-0.864508,0.02254,0.413742,0.701862,1.54279,0.70024,0.331671,bad
0.81518,2.166519,0.559166,1.160027,2.290942,-0.49377,-0.152537,1.728388,-0.063789,0.182859,-0.670409,0.174806,1.109081,-0.942408,-0.755955,-3.383231,-0.504895,1.8587,-0.374584,0.854245,0.217795,0.982536,0.015382,-0.90212,-0.727726,-0.747436,0.974966,0.484613,-1.250576,0.702812,-0.308705,-0.025711,-0.845974,0.179023,-0.125866,0.595741,-0.80751,0.431184,-0.405997,-0.670516,-0.932387,-0.339497,good
-0.144462,0.303492,-1.66036,0.514964,-1.42234,-0.012176,0.121142,-1.460406,-0.672079,-2.214627,1.047176,0.167957,0.998027,-0.523279,-1.20078,0.310796,0.45813,0.294698,1.450841,0.325012,-0.121863,-0.839967,-0.49398,1.090362,0.886255,1.232171,-0.647809,0.724169,-0.112619,1.335714,-0.317861,0.510282,0.517592,0.434861,0.888795,1.601026,-0.179498,0.617817,-0.186614,-1.142775,-1.205347,0.007016,good
1.103081,-1.006346,-1.766215,2.572859,0.064082,-0.722427,1.075746,1.753661,-0.30398,-2.508607,0.799292,0.543566,1.0013,1.053693,-0.14692,0.321171,0.121549,0.805812,0.204969,1.034722,-0.941297,0.025865,1.495974,0.653587,0.320252,0.861198,0.747108,0.109633,0.330353,1.115682,-0.663602,0.980576,-0.405735,-0.041549,-0.867781,-1.443255,-0.27456,-0.17788,-0.36323,-0.828268,1.163825,-0.526813,good
2.337964,0.076883,0.54847,0.190261,-0.023082,-0.661716,-0.618194,-2.143714,0.804773,0.738492,1.086078,-1.216482,0.99858,-0.112502,2.659403,0.184263,1.049458,-1.299711,-0.813447,1.027184,-0.354479,-1.229036,-0.031504,1.070785,-0.317713,-0.830773,-0.099308,-0.837534,-0.531185,0.19145,-0.925992,0.784795,-0.559764,-0.598085,1.067317,-0.867313,-1.059251,-1.876886,0.630884,-0.854815,0.224842,0.340291,good
-0.068604,1.804203,-0.721031,-2.132873,1.276627,-0.220466,-0.234849,1.490508,3.55007,-1.16699,-0.041419,0.161901,-1.533252,1.097903,-1.664081,-1.917351,0.381284,-0.359747,-1.475549,0.449237,-1.533838,0.368,1.133639,-1.367687,-0.088603,-0.595092,0.837806,0.87638,-0.583789,-1.220484,1.009932,0.045064,-1.506508,0.587243,0.458192,0.342078,-0.88286,-0.205443,-0.49184,0.26547,-0.463412,1.383193,good
1.816764,1.706037,-1.33787,-0.030757,0.312099,1.926325,0.156893,0.334322,-0.951245,1.632667,-1.844638,-0.498104,0.575987,0.850086,0.894212,-1.163796,-1.301791,0.25262,-0.051568,-0.263119,-0.07149,0.251552,-0.303144,-0.544918,-0.087152,0.230301,0.58639,0.037484,-0.46432,-0.556482,0.421292,0.486339,-0.026116,-0.045178,-0.580116,-0.021016,0.461182,0.473778,-0.68244,0.775431,0.556591,0.737914,good
2.129568,-1.036285,-1.97142,2.033029,-0.260379,-1.441853,0.56093,1.654178,-1.136658,0.346689,-0.264724,0.904573,-0.625477,1.312028,1.107706,1.187432,0.273429,-1.267188,-0.00421,2.042193,-0.650995,0.005673,0.21998,0.497906,-0.598814,0.111472,-0.745262,-0.103515,0.06595,0.595079,0.590721,1.774251,1.399995,-0.778754,0.097938,-0.152903,0.086822,-0.496162,-0.249008,-0.047319,-0.332676,0.098596,good
-2.588934,0.111864,0.829263,-2.770806,2.555065,1.430853,-1.069085,-1.2131,-2.344522,-0.89689,0.762676,-0.350935,-1.822264,1.821325,-2.115544,0.284603,0.82577,-0.514822,-0.825763,-0.135413,2.770938,-1.63718,0.668181,0.273712,-1.060325,0.231644,0.341484,0.253318,-0.823533,2.255874,-1.349536,-1.183823,1.109955,-0.13921,-1.330295,-0.278971,0.1691,0.31067,0.321711,0.783393,-0.281701,-1.112722,good
-0.351579,1.39213,-0.720152,-2.413093,0.340175,-0.815167,2.420073,1.095262,0.290263,0.576819,-0.795282,-1.565923,0.710772,-1.835748,-1.186315,-0.04203,-0.987343,-0.23948,-0.623127,-2.570116,0.043845,-0.433786,0.250976,0.326959,-0.879998,0.550396,-1.27749,-0.352867,1.007042,0.819454,0.386488,-1.233395,-0.953576,0.09047,0.355965,0.428477,0.885433,-1.84112,-2.339286,0.180802,-0.904151,0.536565,good
1.685254,0.770432,-1.923721,-0.464891,0.413268,0.994537,0.338986,-0.046635,-0.23467,0.462641,-0.075702,0.524014,1.297648,0.273283,0.065425,-0.255834,0.902171,0.004866,1.280016,-0.639261,-1.853825,1.163175,1.43402,1.290012,0.739098,-0.621933,0.907495,0.01956,-0.376655,0.170035,0.313259,-0.42337,-0.206992,0.66495,-0.261854,0.685245,-0.019669,0.025187,-2.227437,-0.369191,0.971241,0.821286,good
1.075007,-0.297031,-0.60829,-0.3702,0.897767,-0.588471,-2.239927,-0.952694,-0.036937,-0.696939,-1.100881,0.243324,-0.557987,0.653105,0.462162,1.344924,0.130235,2.5934,-3.140244,-0.331673,0.045401,0.836511,0.693183,0.071496,0.00298,-0.588868,0.759846,-0.251142,0.399845,0.412874,-0.314977,-0.260648,-0.795005,-0.50204,0.83275,-0.918533,0.065632,1.715334,0.26537,-0.110675,0.867206,0.039204,good
2.89556,-2.780701,-0.000462,1.605324,2.492862,-1.157616,0.668663,2.218869,0.853685,-0.37168,0.058135,1.109473,-1.86446,-0.781759,0.378375,-0.567318,2.085055,-1.422812,1.628131,-0.338167,2.405602,-0.365494,-0.96926,1.873841,-0.563783,1.18301,-0.879986,-0.243263,0.605085,-1.216467,0.319956,-0.435294,-0.254096,-0.658255,-0.538601,0.464399,-0.754688,0.833883,0.52266,-0.188996,-0.812904,0.81785,good
-4.319386,-2.831793,1.925563,-0.462182,-0.193209,-1.3178,0.800188,-1.893054,0.586228,-0.691466,-0.587456,0.818601,2.19782,0.2949,1.381814,0.695676,1.435387,1.487611,0.052289,-0.928253,-0.702036,0.472991,0.915207,0.378038,0.087163,0.940174,0.424181,0.661917,0.328864,0.348796,-0.521622,0.861441,0.03834,-1.666355,-0.100533,0.952001,0.451977,0.504753,-0.271974,0.554182,-0.044894,-0.520605,good
-0.677922,0.672177,-0.163665,-0.155016,1.90603,1.326016,-2.40525,-1.11859,-2.030028,-0.544463,-1.183363,-0.20766,0.494312,0.456246,-1.123889,-0.624229,0.372491,-1.027278,-0.731351,-1.676792,1.018864,-0.028604,0.083523,0.635803,0.020504,0.009924,-0.416974,0.32907,-1.83328,0.619904,0.997006,0.539303,0.089148,1.218113,-0.184073,0.390945,-0.357138,0.735966,0.806625,-0.097789,0.18219,0.602018,good
